cost,carbon_tonnes,reliability,gas_used,battery_used,unserved_mw
2094288.0,12827.51,1.0,26178.6,0.0,0.0
1903120.0,11656.61,1.0,23789.0,0.0,0.0
4313377.52,20401.44,0.9954,41635.6,0.0,196.5
2488344.0,15241.11,1.0,31104.3,0.0,0.0
4657672.0,28528.24,1.0,58220.9,0.0,0.0
2040592.0,12498.63,1.0,25507.4,0.0,0.0
3223288.0,19742.64,1.0,40291.1,0.0,0.0
3243048.0,19863.67,1.0,40538.1,0.0,0.0
2485760.0,15225.28,1.0,31072.0,0.0,0.0
1951304.0,11951.74,1.0,24391.3,0.0,0.0
4008672.0,24553.12,1.0,50108.4,0.0,0.0
2078040.0,12728.0,1.0,25975.5,0.0,0.0
1953632.0,11966.0,1.0,24420.4,0.0,0.0
4267944.0,26141.16,1.0,53349.3,0.0,0.0
4377864.0,26814.42,1.0,54723.3,0.0,0.0
2517840.0,15421.77,1.0,31473.0,0.0,0.0
2823768.0,17295.58,1.0,35297.1,0.0,0.0
4455800.0,27291.78,1.0,55697.5,0.0,0.0
3558904.0,21798.29,1.0,44486.3,0.0,0.0
3773192.0,23110.8,1.0,47164.9,0.0,0.0
4083112.0,25009.06,1.0,51038.9,0.0,0.0
6928992.48,20229.48,0.9828,41284.7,0.0,725.2
3581136.0,21934.46,1.0,44764.2,0.0,0.0
3374944.0,20671.53,1.0,42186.8,0.0,0.0
2584144.0,15827.88,1.0,32301.8,0.0,0.0
2046152.0,12532.68,1.0,25576.9,0.0,0.0
2420984.0,14828.53,1.0,30262.3,0.0,0.0
1995384.0,12221.73,1.0,24942.3,0.0,0.0
3849592.0,23578.75,1.0,48119.9,0.0,0.0
4723304.0,28930.24,1.0,59041.3,0.0,0.0
4754344.0,29120.36,1.0,59429.3,0.0,0.0
8692871.12,35625.7,0.9922,72705.5,0.0,575.3
2183856.0,13376.12,1.0,27298.2,0.0,0.0
3104480.0,19014.94,1.0,38806.0,0.0,0.0
2275264.0,13935.99,1.0,28440.8,0.0,0.0
2378016.0,14565.35,1.0,29725.2,0.0,0.0
2966536.0,18170.03,1.0,37081.7,0.0,0.0
2487312.0,15234.79,1.0,31091.4,0.0,0.0
3616912.0,22153.59,1.0,45211.4,0.0,0.0
2957248.0,18113.14,1.0,36965.6,0.0,0.0
1562480.0,9570.19,1.0,19531.0,0.0,0.0
7622664.56,33403.14,0.9938,68169.7,0.0,433.8
2883712.0,17662.74,1.0,36046.4,0.0,0.0
2459256.0,15062.94,1.0,30740.7,0.0,0.0
3341952.0,20469.46,1.0,41774.4,0.0,0.0
3298184.0,20201.38,1.0,41227.3,0.0,0.0
2696880.0,16518.39,1.0,33711.0,0.0,0.0
3141984.0,19244.65,1.0,39274.8,0.0,0.0
3360360.0,20582.21,1.0,42004.5,0.0,0.0
2889232.0,17696.55,1.0,36115.4,0.0,0.0
3554312.0,21770.16,1.0,44428.9,0.0,0.0
2315544.0,14182.71,1.0,28944.3,0.0,0.0
3378312.0,20692.16,1.0,42228.9,0.0,0.0
3794360.0,23240.46,1.0,47429.5,0.0,0.0
2759752.0,16903.48,1.0,34496.9,0.0,0.0
2934560.0,17974.18,1.0,36682.0,0.0,0.0
3536400.0,21660.45,1.0,44205.0,0.0,0.0
2023120.0,12391.61,1.0,25289.0,0.0,0.0
4451672.0,27266.49,1.0,55645.9,0.0,0.0
4254008.0,26055.8,1.0,53175.1,0.0,0.0
3310536.0,20277.03,1.0,41381.7,0.0,0.0
3563832.0,21828.47,1.0,44547.9,0.0,0.0
2279376.0,13961.18,1.0,28492.2,0.0,0.0
2503848.0,15336.07,1.0,31298.1,0.0,0.0
2864288.0,17543.76,1.0,35803.6,0.0,0.0
2342352.0,14346.91,1.0,29279.4,0.0,0.0
2005760.0,12285.28,1.0,25072.0,0.0,0.0
3481608.0,21324.85,1.0,43520.1,0.0,0.0
4426432.0,27111.9,1.0,55330.4,0.0,0.0
3234336.0,19810.31,1.0,40429.2,0.0,0.0
2164416.0,13257.05,1.0,27055.2,0.0,0.0
2755928.0,16880.06,1.0,34449.1,0.0,0.0
1994560.0,12216.68,1.0,24932.0,0.0,0.0
1971616.0,12076.15,1.0,24645.2,0.0,0.0
2919960.0,17884.76,1.0,36499.5,0.0,0.0
4486935.04,22591.3,0.9966,46104.7,0.0,159.7
1945896.0,11918.61,1.0,24323.7,0.0,0.0
3422928.0,20965.43,1.0,42786.6,0.0,0.0
2773136.0,16985.46,1.0,34664.2,0.0,0.0
3295120.0,20182.61,1.0,41189.0,0.0,0.0
1852104.0,11344.14,1.0,23151.3,0.0,0.0
2201408.0,13483.62,1.0,27517.6,0.0,0.0
3238144.0,19833.63,1.0,40476.8,0.0,0.0
2853704.0,17478.94,1.0,35671.3,0.0,0.0
2067312.0,12662.29,1.0,25841.4,0.0,0.0
2228376.0,13648.8,1.0,27854.7,0.0,0.0
1896520.0,11616.18,1.0,23706.5,0.0,0.0
3515400.0,21531.83,1.0,43942.5,0.0,0.0
2467072.0,15110.82,1.0,30838.4,0.0,0.0
2108648.0,12915.47,1.0,26358.1,0.0,0.0
7075702.96,26392.7,0.9899,53862.7,0.0,553.3
3248288.0,19895.76,1.0,40603.6,0.0,0.0
4657034.48,21462.39,0.9948,43800.8,0.0,230.6
4891129.76,27047.94,0.9983,55199.9,0.0,95.0
3190760.0,19543.4,1.0,39884.5,0.0,0.0
4954306.56,21250.48,0.9933,43368.3,0.0,297.0
3345064.0,20488.52,1.0,41813.3,0.0,0.0
1716232.0,10511.92,1.0,21452.9,0.0,0.0
4270048.0,26154.04,1.0,53375.6,0.0,0.0
3114104.0,19073.89,1.0,38926.3,0.0,0.0
2679752.0,16413.48,1.0,33496.9,0.0,0.0
3099256.0,18982.94,1.0,38740.7,0.0,0.0
4897256.0,29995.69,1.0,61215.7,0.0,0.0
4147336.0,25402.43,1.0,51841.7,0.0,0.0
4178016.0,25590.35,1.0,52225.2,0.0,0.0
3369640.0,20639.04,1.0,42120.5,0.0,0.0
4170352.0,25543.41,1.0,52129.4,0.0,0.0
2361024.0,14461.27,1.0,29512.8,0.0,0.0
2122344.0,12999.36,1.0,26529.3,0.0,0.0
1954536.0,11971.53,1.0,24431.7,0.0,0.0
2504928.0,15342.68,1.0,31311.6,0.0,0.0
4515728.0,27658.83,1.0,56446.6,0.0,0.0
3236048.0,19820.79,1.0,40450.6,0.0,0.0
2283160.0,13984.35,1.0,28539.5,0.0,0.0
2940288.0,18009.26,1.0,36753.6,0.0,0.0
2471968.0,15140.8,1.0,30899.6,0.0,0.0
2104832.0,12892.1,1.0,26310.4,0.0,0.0
2530608.0,15499.97,1.0,31632.6,0.0,0.0
3382352.0,20716.91,1.0,42279.4,0.0,0.0
2206744.0,13516.31,1.0,27584.3,0.0,0.0
6606104.88,24766.65,0.9901,50544.2,0.0,512.5
2886656.0,17680.77,1.0,36083.2,0.0,0.0
5515040.0,33779.62,1.0,68938.0,0.0,0.0
7865104.8,29218.73,0.9898,59630.1,0.0,618.9
3606584.0,22090.33,1.0,45082.3,0.0,0.0
2349392.0,14390.03,1.0,29367.4,0.0,0.0
1766128.0,10817.53,1.0,22076.6,0.0,0.0
2353064.0,14412.52,1.0,29413.3,0.0,0.0
4008240.0,24550.47,1.0,50103.0,0.0,0.0
4868384.0,29818.85,1.0,60854.8,0.0,0.0
1925528.0,11793.86,1.0,24069.1,0.0,0.0
4130880.0,25301.64,1.0,51636.0,0.0,0.0
4149584.0,25416.2,1.0,51869.8,0.0,0.0
7807966.96,34356.82,0.9939,70116.0,0.0,439.7
6281526.48,19483.97,0.9847,39763.2,0.0,620.1
3912912.0,23966.59,1.0,48911.4,0.0,0.0
3318784.0,20327.55,1.0,41484.8,0.0,0.0
3770000.0,23091.25,1.0,47125.0,0.0,0.0
2672000.0,16366.0,1.0,33400.0,0.0,0.0
3348672.0,20510.62,1.0,41858.4,0.0,0.0
1886504.0,11554.84,1.0,23581.3,0.0,0.0
1970632.0,12070.12,1.0,24632.9,0.0,0.0
2941760.0,18018.28,1.0,36772.0,0.0,0.0
2763568.0,16926.85,1.0,34544.6,0.0,0.0
2355240.0,14425.84,1.0,29440.5,0.0,0.0
2139112.0,13102.06,1.0,26738.9,0.0,0.0
4712336.0,28863.06,1.0,58904.2,0.0,0.0
3006744.0,18416.31,1.0,37584.3,0.0,0.0
3969888.0,24315.56,1.0,49623.6,0.0,0.0
2225056.0,13628.47,1.0,27813.2,0.0,0.0
2490720.0,15255.66,1.0,31134.0,0.0,0.0
2575648.0,15775.84,1.0,32195.6,0.0,0.0
2282672.0,13981.37,1.0,28533.4,0.0,0.0
4272128.0,26166.78,1.0,53401.6,0.0,0.0
2121504.0,12994.21,1.0,26518.8,0.0,0.0
1723872.0,10558.72,1.0,21548.4,0.0,0.0
1985776.0,12162.88,1.0,24822.2,0.0,0.0
4972592.0,30457.13,1.0,62157.4,0.0,0.0
2116376.0,12962.8,1.0,26454.7,0.0,0.0
3120648.0,19113.97,1.0,39008.1,0.0,0.0
3388576.0,20755.03,1.0,42357.2,0.0,0.0
2002832.0,12267.35,1.0,25035.4,0.0,0.0
2392208.0,14652.27,1.0,29902.6,0.0,0.0
3968408.0,24306.5,1.0,49605.1,0.0,0.0
2972576.0,18207.03,1.0,37157.2,0.0,0.0
2734408.0,16748.25,1.0,34180.1,0.0,0.0
3995032.0,24469.57,1.0,49937.9,0.0,0.0
2895624.0,17735.7,1.0,36195.3,0.0,0.0
4620312.0,28299.41,1.0,57753.9,0.0,0.0
2986312.0,18291.16,1.0,37328.9,0.0,0.0
6793055.68,26255.03,0.9908,53581.7,0.0,501.3
2183376.0,13373.18,1.0,27292.2,0.0,0.0
2588600.0,15855.17,1.0,32357.5,0.0,0.0
6172265.52,24816.88,0.9918,50646.7,0.0,424.1
4933792.0,30219.48,1.0,61672.4,0.0,0.0
2834032.0,17358.45,1.0,35425.4,0.0,0.0
1751944.0,10730.66,1.0,21899.3,0.0,0.0
2614160.0,16011.73,1.0,32677.0,0.0,0.0
2954224.32,15378.31,0.9972,31384.3,0.0,88.7
2336328.0,14310.01,1.0,29204.1,0.0,0.0
2927712.0,17932.24,1.0,36596.4,0.0,0.0
4656000.0,28518.0,1.0,58200.0,0.0,0.0
2585304.0,15834.99,1.0,32316.3,0.0,0.0
1976216.0,12104.32,1.0,24702.7,0.0,0.0
2964816.0,18159.5,1.0,37060.2,0.0,0.0
3276624.0,20069.32,1.0,40957.8,0.0,0.0
3397568.0,20810.1,1.0,42469.6,0.0,0.0
3383952.0,20726.71,1.0,42299.4,0.0,0.0
3073456.0,18824.92,1.0,38418.2,0.0,0.0
3663480.0,22438.81,1.0,45793.5,0.0,0.0
2557256.0,15663.19,1.0,31965.7,0.0,0.0
2492256.0,15265.07,1.0,31153.2,0.0,0.0
7683743.2,25629.71,0.9869,52305.5,0.0,699.9
3826936.0,23439.98,1.0,47836.7,0.0,0.0
3804552.0,23302.88,1.0,47556.9,0.0,0.0
3542784.0,21699.55,1.0,44284.8,0.0,0.0
2586048.0,15839.54,1.0,32325.6,0.0,0.0
2720752.0,16664.61,1.0,34009.4,0.0,0.0
5037640.0,30855.55,1.0,62970.5,0.0,0.0
3757391.52,21912.87,0.9992,44720.1,0.0,36.0
3360336.0,20582.06,1.0,42004.2,0.0,0.0
4461848.0,27328.82,1.0,55773.1,0.0,0.0
6994714.64,27660.53,0.9914,56450.1,0.0,495.7
2941528.0,18016.86,1.0,36769.1,0.0,0.0
3269648.0,20026.59,1.0,40870.6,0.0,0.0
3830000.0,23458.75,1.0,47875.0,0.0,0.0
3853440.0,23602.32,1.0,48168.0,0.0,0.0
3203000.0,19618.38,1.0,40037.5,0.0,0.0
3950928.0,24199.43,1.0,49386.6,0.0,0.0
2934536.0,17974.03,1.0,36681.7,0.0,0.0
4142000.0,25369.75,1.0,51775.0,0.0,0.0
2043160.0,12514.35,1.0,25539.5,0.0,0.0
3430504.0,21011.84,1.0,42881.3,0.0,0.0
2013840.0,12334.77,1.0,25173.0,0.0,0.0
3360296.0,20581.81,1.0,42003.7,0.0,0.0
3090176.0,18927.33,1.0,38627.2,0.0,0.0
2407768.0,14747.58,1.0,30097.1,0.0,0.0
4576728.0,28032.46,1.0,57209.1,0.0,0.0
3865456.0,23675.92,1.0,48318.2,0.0,0.0
3305272.0,20244.79,1.0,41315.9,0.0,0.0
4486168.0,27477.78,1.0,56077.1,0.0,0.0
2106776.0,12904.0,1.0,26334.7,0.0,0.0
2952624.0,18084.82,1.0,36907.8,0.0,0.0
4503568.0,27584.35,1.0,56294.6,0.0,0.0
3035376.0,18591.68,1.0,37942.2,0.0,0.0
3123680.0,19132.54,1.0,39046.0,0.0,0.0
6176138.32,17970.19,0.9827,36673.9,0.0,648.4
7718373.76,21362.37,0.981,43596.7,0.0,846.1
4354696.0,26672.51,1.0,54433.7,0.0,0.0
2939128.0,18002.16,1.0,36739.1,0.0,0.0
3406312.0,20863.66,1.0,42578.9,0.0,0.0
2595320.0,15896.33,1.0,32441.5,0.0,0.0
2952184.0,18082.13,1.0,36902.3,0.0,0.0
4240560.0,25973.43,1.0,53007.0,0.0,0.0
2972184.0,18204.63,1.0,37152.3,0.0,0.0
1754656.0,10747.27,1.0,21933.2,0.0,0.0
2641528.0,16179.36,1.0,33019.1,0.0,0.0
3459984.0,21192.4,1.0,43249.8,0.0,0.0
3126680.0,19150.92,1.0,39083.5,0.0,0.0
2855008.0,17486.92,1.0,35687.6,0.0,0.0
2407184.0,14744.0,1.0,30089.8,0.0,0.0
1980072.0,12127.94,1.0,24750.9,0.0,0.0
3802984.0,23293.28,1.0,47537.3,0.0,0.0
4939331.2,26083.5,0.9975,53231.6,0.0,136.2
3517784.0,21546.43,1.0,43972.3,0.0,0.0
3658192.0,22406.43,1.0,45727.4,0.0,0.0
2833184.0,17353.25,1.0,35414.8,0.0,0.0
3559538.88,18498.84,0.9972,37752.7,0.0,107.9
3220992.0,19728.58,1.0,40262.4,0.0,0.0
6598813.84,29383.49,0.9941,59966.3,0.0,360.3
4037808.0,24731.57,1.0,50472.6,0.0,0.0
1871816.0,11464.87,1.0,23397.7,0.0,0.0
2255328.0,13813.88,1.0,28191.6,0.0,0.0
3342416.0,20472.3,1.0,41780.2,0.0,0.0
3557224.0,21788.0,1.0,44465.3,0.0,0.0
3635752.0,22268.98,1.0,45446.9,0.0,0.0
2804952.0,17180.33,1.0,35061.9,0.0,0.0
2917304.0,17868.49,1.0,36466.3,0.0,0.0
1621040.0,9928.87,1.0,20263.0,0.0,0.0
3947184.0,24176.5,1.0,49339.8,0.0,0.0
3791336.0,23221.93,1.0,47391.7,0.0,0.0
7324501.12,31009.78,0.993,63285.3,0.0,452.3
3605928.0,22086.31,1.0,45074.1,0.0,0.0
5832746.8,18866.82,0.986,38503.7,0.0,550.5
1945432.0,11915.77,1.0,24317.9,0.0,0.0
4672757.12,22589.47,0.9958,46101.0,0.0,196.9
3013104.0,18455.26,1.0,37663.8,0.0,0.0
3998080.0,24488.24,1.0,49976.0,0.0,0.0
1849080.0,11325.61,1.0,23113.5,0.0,0.0
3588808.0,21981.45,1.0,44860.1,0.0,0.0
3094184.0,18951.88,1.0,38677.3,0.0,0.0
3632288.0,22247.76,1.0,45403.6,0.0,0.0
3939976.0,24132.35,1.0,49249.7,0.0,0.0
2916560.0,17863.93,1.0,36457.0,0.0,0.0
4415552.0,27045.26,1.0,55194.4,0.0,0.0
3941704.0,24142.94,1.0,49271.3,0.0,0.0
5440188.64,21080.59,0.9909,43021.6,0.0,399.7
3570128.0,21867.03,1.0,44626.6,0.0,0.0
2802424.0,17164.85,1.0,35030.3,0.0,0.0
2717344.0,16643.73,1.0,33966.8,0.0,0.0
4186976.0,25645.23,1.0,52337.2,0.0,0.0
3902248.0,23901.27,1.0,48778.1,0.0,0.0
2351768.0,14404.58,1.0,29397.1,0.0,0.0
3109664.0,19046.69,1.0,38870.8,0.0,0.0
2779520.0,17024.56,1.0,34744.0,0.0,0.0
4481632.0,27450.0,1.0,56020.4,0.0,0.0
3547400.0,21727.83,1.0,44342.5,0.0,0.0
3064496.0,18770.04,1.0,38306.2,0.0,0.0
3204776.0,19629.25,1.0,40059.7,0.0,0.0
2614016.0,16010.85,1.0,32675.2,0.0,0.0
2305720.0,14122.53,1.0,28821.5,0.0,0.0
2275064.0,13934.77,1.0,28438.3,0.0,0.0
6387583.92,22524.41,0.9884,45968.2,0.0,542.0
3163904.0,19378.91,1.0,39548.8,0.0,0.0
3970696.0,24320.51,1.0,49633.7,0.0,0.0
1869808.0,11452.57,1.0,23372.6,0.0,0.0
2016104.0,12348.64,1.0,25201.3,0.0,0.0
3538632.0,21674.12,1.0,44232.9,0.0,0.0
5607660.64,19858.48,0.9886,40527.5,0.0,473.1
2933344.0,17966.73,1.0,36666.8,0.0,0.0
4580768.0,28057.2,1.0,57259.6,0.0,0.0
4428888.0,27126.94,1.0,55361.1,0.0,0.0
3841640.0,23530.04,1.0,48020.5,0.0,0.0
4393208.0,26908.4,1.0,54915.1,0.0,0.0
1722720.0,10551.66,1.0,21534.0,0.0,0.0
4571200.0,27998.6,1.0,57140.0,0.0,0.0
2559136.0,15674.71,1.0,31989.2,0.0,0.0
2292744.0,14043.06,1.0,28659.3,0.0,0.0
2219840.0,13596.52,1.0,27748.0,0.0,0.0
2969000.0,18185.12,1.0,37112.5,0.0,0.0
3428544.0,20999.83,1.0,42856.8,0.0,0.0
9463509.12,31787.7,0.9871,64872.9,0.0,854.7
3165424.0,19388.22,1.0,39567.8,0.0,0.0
3550616.0,21747.52,1.0,44382.7,0.0,0.0
3384272.0,20728.67,1.0,42303.4,0.0,0.0
4340256.0,26584.07,1.0,54253.2,0.0,0.0
3966152.0,24292.68,1.0,49576.9,0.0,0.0
4065120.0,24898.86,1.0,50814.0,0.0,0.0
2744104.0,16807.64,1.0,34301.3,0.0,0.0
2310712.0,14153.11,1.0,28883.9,0.0,0.0
3116008.0,19085.55,1.0,38950.1,0.0,0.0
1960312.0,12006.91,1.0,24503.9,0.0,0.0
5087438.16,26334.12,0.9971,53743.1,0.0,157.6
2657752.0,16278.73,1.0,33221.9,0.0,0.0
4033080.0,24702.62,1.0,50413.5,0.0,0.0
3865048.0,23673.42,1.0,48313.1,0.0,0.0
1683528.0,10311.61,1.0,21044.1,0.0,0.0
3482792.0,21332.1,1.0,43534.9,0.0,0.0
3512328.0,21513.01,1.0,43904.1,0.0,0.0
3464568.0,21220.48,1.0,43307.1,0.0,0.0
3003120.0,18394.11,1.0,37539.0,0.0,0.0
2575104.0,15772.51,1.0,32188.8,0.0,0.0
4441632.0,27205.0,1.0,55520.4,0.0,0.0
2734672.0,16749.87,1.0,34183.4,0.0,0.0
1668456.0,10219.29,1.0,20855.7,0.0,0.0
3103184.0,19007.0,1.0,38789.8,0.0,0.0
1822528.0,11162.98,1.0,22781.6,0.0,0.0
4703164.88,26999.58,0.999,55101.2,0.0,59.0
3182352.0,19491.91,1.0,39779.4,0.0,0.0
3653730.64,17511.5,0.9956,35737.8,0.0,158.9
2167800.0,13277.77,1.0,27097.5,0.0,0.0
2228056.0,13646.84,1.0,27850.7,0.0,0.0
3935944.0,24107.66,1.0,49199.3,0.0,0.0
1816712.0,11127.36,1.0,22708.9,0.0,0.0
6373395.68,21801.18,0.9876,44492.2,0.0,562.8
2107296.0,12907.19,1.0,26341.2,0.0,0.0
2540120.0,15558.23,1.0,31751.5,0.0,0.0
3365008.0,20610.67,1.0,42062.6,0.0,0.0
4668184.0,28592.63,1.0,58352.3,0.0,0.0
2453672.0,15028.74,1.0,30670.9,0.0,0.0
2845456.0,17428.42,1.0,35568.2,0.0,0.0
2680264.0,16416.62,1.0,33503.3,0.0,0.0
1986072.0,12164.69,1.0,24825.9,0.0,0.0
7860386.0,22678.65,0.9824,46282.9,0.0,831.6
2536040.0,15533.25,1.0,31700.5,0.0,0.0
4367040.0,26748.12,1.0,54588.0,0.0,0.0
2722120.0,16672.99,1.0,34026.5,0.0,0.0
3231656.0,19793.89,1.0,40395.7,0.0,0.0
2473288.0,15148.89,1.0,30916.1,0.0,0.0
3040656.0,18624.02,1.0,38008.2,0.0,0.0
4270752.0,26158.36,1.0,53384.4,0.0,0.0
2580104.0,15803.14,1.0,32251.3,0.0,0.0
2350880.0,14399.14,1.0,29386.0,0.0,0.0
2090656.0,12805.27,1.0,26133.2,0.0,0.0
4452056.0,27268.84,1.0,55650.7,0.0,0.0
4810480.0,29464.19,1.0,60131.0,0.0,0.0
1981352.0,12135.78,1.0,24766.9,0.0,0.0
2991608.0,18323.6,1.0,37395.1,0.0,0.0
4486664.0,27480.82,1.0,56083.3,0.0,0.0
3337632.0,20443.0,1.0,41720.4,0.0,0.0
3920408.0,24012.5,1.0,49005.1,0.0,0.0
3552000.0,21756.0,1.0,44400.0,0.0,0.0
4176792.0,25582.85,1.0,52209.9,0.0,0.0
6647821.28,19008.33,0.9821,38792.5,0.0,708.9
4879488.0,29886.86,1.0,60993.6,0.0,0.0
3335496.0,20429.91,1.0,41693.7,0.0,0.0
13163862.8,37049.59,0.9816,75611.4,0.0,1423.0
2713664.0,16621.19,1.0,33920.8,0.0,0.0
2299896.0,14086.86,1.0,28748.7,0.0,0.0
1709736.0,10472.13,1.0,21371.7,0.0,0.0
4014280.0,24587.47,1.0,50178.5,0.0,0.0
2642072.0,16182.69,1.0,33025.9,0.0,0.0
4705776.0,28822.88,1.0,58822.2,0.0,0.0
4023663.28,21501.77,0.9977,43881.2,0.0,102.6
3978864.0,24370.54,1.0,49735.8,0.0,0.0
3486400.0,21354.2,1.0,43580.0,0.0,0.0
4202040.0,25737.49,1.0,52525.5,0.0,0.0
2908312.0,17813.41,1.0,36353.9,0.0,0.0
3174440.0,19443.44,1.0,39680.5,0.0,0.0
2214984.0,13566.78,1.0,27687.3,0.0,0.0
3149808.0,19292.57,1.0,39372.6,0.0,0.0
7907942.24,26772.88,0.9873,54638.5,0.0,707.4
3180104.0,19478.14,1.0,39751.3,0.0,0.0
2575408.0,15774.37,1.0,32192.6,0.0,0.0
2956592.0,18109.13,1.0,36957.4,0.0,0.0
2240768.0,13724.7,1.0,28009.6,0.0,0.0
4287326.4,25496.7,0.9995,52034.1,0.0,24.9
3286488.0,20129.74,1.0,41081.1,0.0,0.0
9130437.04,26237.22,0.9823,53545.3,0.0,969.4
4495912.0,27537.46,1.0,56198.9,0.0,0.0
4725576.0,28944.15,1.0,59069.7,0.0,0.0
2391600.0,14648.55,1.0,29895.0,0.0,0.0
3069744.0,18802.18,1.0,38371.8,0.0,0.0
3464272.0,21218.67,1.0,43303.4,0.0,0.0
2610080.0,15986.74,1.0,32626.0,0.0,0.0
3690336.0,22603.31,1.0,46129.2,0.0,0.0
3136464.0,19210.84,1.0,39205.8,0.0,0.0
2563152.0,15699.31,1.0,32039.4,0.0,0.0
3278072.0,20078.19,1.0,40975.9,0.0,0.0
2884696.0,17668.76,1.0,36058.7,0.0,0.0
3191968.0,19550.8,1.0,39899.6,0.0,0.0
3278272.0,20079.42,1.0,40978.4,0.0,0.0
3375696.0,20676.14,1.0,42196.2,0.0,0.0
3109760.0,19047.28,1.0,38872.0,0.0,0.0
2690016.0,16476.35,1.0,33625.2,0.0,0.0
4331008.0,26527.42,1.0,54137.6,0.0,0.0
2748096.0,16832.09,1.0,34351.2,0.0,0.0
2938168.0,17996.28,1.0,36727.1,0.0,0.0
3328504.0,20387.09,1.0,41606.3,0.0,0.0
7731936.8,31490.08,0.9921,64265.5,0.0,518.1
2892312.0,17715.41,1.0,36153.9,0.0,0.0
3628144.0,22222.38,1.0,45351.8,0.0,0.0
2219384.0,13593.73,1.0,27742.3,0.0,0.0
3548696.0,21735.76,1.0,44358.7,0.0,0.0
4492064.0,27513.89,1.0,56150.8,0.0,0.0
2903040.0,17781.12,1.0,36288.0,0.0,0.0
4660952.0,28548.33,1.0,58261.9,0.0,0.0
2630280.0,16110.47,1.0,32878.5,0.0,0.0
3481640.0,21325.04,1.0,43520.5,0.0,0.0
2552080.0,15631.49,1.0,31901.0,0.0,0.0
3212424.0,19676.1,1.0,40155.3,0.0,0.0
1582912.0,9695.34,1.0,19786.4,0.0,0.0
4452888.0,27273.94,1.0,55661.1,0.0,0.0
3786312.0,23191.16,1.0,47328.9,0.0,0.0
2542264.0,15571.37,1.0,31778.3,0.0,0.0
1652984.0,10124.53,1.0,20662.3,0.0,0.0
3568184.0,21855.13,1.0,44602.3,0.0,0.0
3484240.0,21340.97,1.0,43553.0,0.0,0.0
3341992.0,20469.7,1.0,41774.9,0.0,0.0
3471320.0,21261.83,1.0,43391.5,0.0,0.0
3814064.0,23361.14,1.0,47675.8,0.0,0.0
2927504.0,17930.96,1.0,36593.8,0.0,0.0
3439208.0,21065.15,1.0,42990.1,0.0,0.0
4250160.0,26032.23,1.0,53127.0,0.0,0.0
1983064.0,12146.27,1.0,24788.3,0.0,0.0
2842496.0,17410.29,1.0,35531.2,0.0,0.0
6886522.56,25147.31,0.9894,51321.0,0.0,556.2
3939744.0,24130.93,1.0,49246.8,0.0,0.0
3088360.0,18916.21,1.0,38604.5,0.0,0.0
6574912.0,25657.09,0.9911,52361.4,0.0,477.2
2364824.0,14484.55,1.0,29560.3,0.0,0.0
2268152.0,13892.43,1.0,28351.9,0.0,0.0
1928840.0,11814.14,1.0,24110.5,0.0,0.0
10920173.52,35078.75,0.9858,71589.3,0.0,1038.6
4250016.0,26031.35,1.0,53125.2,0.0,0.0
2557672.0,15665.74,1.0,31970.9,0.0,0.0
1902136.0,11650.58,1.0,23776.7,0.0,0.0
