datetime,demand_mw,solar_mw,wind_mw
2021-01-05 18:00:00,45795.9,290.39,4717.99
2021-01-05 19:00:00,41859.74,0.0,4643.22
2021-01-05 20:00:00,36502.6,0.0,6241.47
2021-01-05 21:00:00,51790.18,257.3,6567.68
2021-01-05 22:00:00,46832.56,0.0,7261.24
2021-01-05 23:00:00,44079.46,96.82,7343.24
2021-01-06 00:00:00,44475.59,459.82,8273.43
2021-01-06 01:00:00,44566.21,207.04,8472.24
2021-01-06 02:00:00,44548.86,3.78,9006.88
2021-01-06 03:00:00,43056.44,7.35,9327.32
2021-01-06 04:00:00,47362.29,287.78,10240.18
2021-01-06 05:00:00,43671.37,261.7,8822.98
2021-01-06 06:00:00,49296.61,0.0,7834.85
2021-01-06 07:00:00,48188.96,0.0,7535.44
2021-01-06 08:00:00,51547.68,491.58,7487.9
2021-01-06 09:00:00,59422.33,926.69,6327.11
2021-01-06 10:00:00,56830.66,952.07,5271.53
2021-01-06 11:00:00,63254.76,1280.91,5214.12
2021-01-06 12:00:00,57389.64,1409.35,4939.11
2021-01-06 13:00:00,62186.21,550.65,4273.91
2021-01-06 14:00:00,58457.25,1017.28,4128.2
2021-01-06 15:00:00,57166.36,606.8,4232.56
2021-01-06 16:00:00,53130.65,958.82,4825.21
2021-01-06 17:00:00,47243.51,181.33,5400.14
2021-01-06 18:00:00,45953.13,221.91,5938.52
2021-01-06 19:00:00,41650.27,582.76,5536.13
2021-01-06 20:00:00,41505.15,526.6,5914.29
2021-01-06 21:00:00,50883.37,193.61,7494.44
2021-01-06 22:00:00,45129.93,205.82,7917.9
2021-01-06 23:00:00,41433.31,0.0,6627.35
2021-01-07 00:00:00,43055.83,215.26,9251.65
2021-01-07 01:00:00,43976.5,488.58,7896.99
2021-01-07 02:00:00,41079.41,0.0,9191.11
2021-01-07 03:00:00,44389.01,0.0,8987.56
2021-01-07 04:00:00,42402.18,200.9,9180.63
2021-01-07 05:00:00,43360.81,0.0,8089.52
2021-01-07 06:00:00,45242.14,286.54,7758.8
2021-01-07 07:00:00,50175.15,72.06,7386.05
2021-01-07 08:00:00,52721.47,140.11,6960.75
2021-01-07 09:00:00,53889.05,1237.05,6703.66
2021-01-07 10:00:00,57188.3,876.3,6004.67
2021-01-07 11:00:00,59560.39,1120.1,5957.74
2021-01-07 12:00:00,59518.38,839.93,4849.74
2021-01-07 13:00:00,55814.68,584.16,5460.08
2021-01-07 14:00:00,61408.75,937.97,4750.27
2021-01-07 15:00:00,56605.48,1859.52,4995.72
2021-01-07 16:00:00,52683.87,525.44,3440.47
2021-01-07 17:00:00,49634.1,420.73,3786.6
2021-01-07 18:00:00,44191.13,126.22,6027.06
2021-01-07 19:00:00,43029.0,228.74,6391.2
2021-01-07 20:00:00,37935.06,0.0,6985.95
2021-01-07 21:00:00,50104.58,0.0,6568.3
2021-01-07 22:00:00,45290.68,0.0,7848.64
2021-01-07 23:00:00,48035.99,0.0,8199.55
2021-01-08 00:00:00,42369.6,0.0,8005.89
2021-01-08 01:00:00,42287.94,14.56,8238.07
2021-01-08 02:00:00,44632.32,0.0,8829.2
2021-01-08 03:00:00,42814.25,0.0,9506.28
2021-01-08 04:00:00,45651.88,0.0,9032.17
2021-01-08 05:00:00,46405.09,0.0,9062.65
2021-01-08 06:00:00,44162.24,171.18,7903.37
2021-01-08 07:00:00,46019.08,0.0,7901.06
2021-01-08 08:00:00,53381.62,183.85,7685.78
2021-01-08 09:00:00,53054.49,634.21,5964.77
2021-01-08 10:00:00,57274.5,834.36,5563.89
2021-01-08 11:00:00,59265.94,1247.0,5164.41
2021-01-08 12:00:00,61977.53,683.78,5339.31
2021-01-08 13:00:00,62552.96,307.5,4167.98
2021-01-08 14:00:00,59486.54,961.78,4632.87
2021-01-08 15:00:00,54958.05,971.09,4236.31
2021-01-08 16:00:00,55016.13,896.46,4612.75
2021-01-08 17:00:00,48526.49,507.75,4386.58
2021-01-08 18:00:00,46064.97,328.85,5195.3
2021-01-08 19:00:00,45177.77,494.76,5314.93
2021-01-08 20:00:00,39957.99,0.0,4857.26
2021-01-08 21:00:00,47319.98,0.0,6480.47
2021-01-08 22:00:00,46899.95,502.93,7498.78
2021-01-08 23:00:00,44204.66,248.82,6545.53
2021-01-09 00:00:00,43964.87,231.26,7484.79
2021-01-09 01:00:00,45901.89,101.55,8498.56
2021-01-09 02:00:00,45284.5,681.21,9093.08
2021-01-09 03:00:00,44894.66,0.0,8554.63
2021-01-09 04:00:00,46244.83,0.0,9026.9
2021-01-09 05:00:00,44192.81,143.69,8947.93
2021-01-09 06:00:00,47222.53,0.0,8210.02
2021-01-09 07:00:00,47506.09,102.54,8108.59
2021-01-09 08:00:00,54276.7,183.18,7833.66
2021-01-09 09:00:00,58485.37,784.81,7825.95
2021-01-09 10:00:00,57054.99,455.19,5020.62
2021-01-09 11:00:00,62651.02,1151.16,5484.19
2021-01-09 12:00:00,60977.22,695.58,6495.26
2021-01-09 13:00:00,60190.73,1092.62,5087.48
2021-01-09 14:00:00,59313.63,1100.4,3941.5
2021-01-09 15:00:00,56893.87,1519.46,5142.47
2021-01-09 16:00:00,55781.86,675.22,3822.03
2021-01-09 17:00:00,49041.45,677.49,5308.53
2021-01-09 18:00:00,42308.52,918.7,4933.0
2021-01-09 19:00:00,40673.66,0.0,4524.63
2021-01-09 20:00:00,39277.51,22.0,5313.88
2021-01-09 21:00:00,46803.4,0.0,7701.29
2021-01-09 22:00:00,46399.53,0.0,7164.45
2021-01-09 23:00:00,44108.14,0.0,7849.63
2021-01-10 00:00:00,43125.08,208.86,9491.47
2021-01-10 01:00:00,45870.95,0.0,8094.42
2021-01-10 02:00:00,48777.54,17.77,9003.21
2021-01-10 03:00:00,44404.44,59.43,8988.91
2021-01-10 04:00:00,43717.64,0.0,8975.2
2021-01-10 05:00:00,44074.43,0.0,8822.2
2021-01-10 06:00:00,44896.0,451.2,6791.51
2021-01-10 07:00:00,51232.58,612.18,6647.73
2021-01-10 08:00:00,52297.28,353.32,6476.25
2021-01-10 09:00:00,54645.16,334.67,7759.36
2021-01-10 10:00:00,60132.03,1218.92,6528.24
2021-01-10 11:00:00,57925.84,807.71,5817.86
2021-01-10 12:00:00,58273.45,1258.19,4889.71
2021-01-10 13:00:00,59283.46,1284.43,4924.22
2021-01-10 14:00:00,57798.07,1392.08,3772.5
2021-01-10 15:00:00,57153.91,1143.0,4154.74
2021-01-10 16:00:00,53501.16,462.12,4975.56
2021-01-10 17:00:00,48935.05,511.03,5287.06
2021-01-10 18:00:00,44087.14,42.21,4099.92
2021-01-10 19:00:00,42532.87,0.0,6577.11
2021-01-10 20:00:00,34048.33,508.94,6221.85
2021-01-10 21:00:00,48960.46,0.0,6947.48
2021-01-10 22:00:00,46799.05,330.99,7389.3
2021-01-10 23:00:00,44869.59,0.0,7857.59
2021-01-11 00:00:00,44094.8,0.0,7582.85
2021-01-11 01:00:00,45181.0,51.26,8658.05
2021-01-11 02:00:00,44178.68,104.27,8681.38
2021-01-11 03:00:00,43046.91,58.75,8498.97
2021-01-11 04:00:00,45485.08,0.0,9622.73
2021-01-11 05:00:00,45903.27,76.81,9358.06
2021-01-11 06:00:00,48352.81,304.31,7287.24
2021-01-11 07:00:00,46964.63,53.55,7916.52
2021-01-11 08:00:00,53845.91,252.18,7441.27
2021-01-11 09:00:00,54685.54,491.79,5871.74
2021-01-11 10:00:00,56785.99,441.23,5516.74
2021-01-11 11:00:00,61854.69,690.94,7110.04
2021-01-11 12:00:00,61361.25,1111.31,4524.7
2021-01-11 13:00:00,61218.69,910.32,4736.24
2021-01-11 14:00:00,63055.96,1027.04,5115.81
2021-01-11 15:00:00,54779.51,965.26,5407.96
2021-01-11 16:00:00,51785.58,1390.47,4850.89
2021-01-11 17:00:00,48255.43,864.97,5246.56
2021-01-11 18:00:00,46474.22,0.0,4603.43
2021-01-11 19:00:00,40996.52,218.66,5903.01
2021-01-11 20:00:00,38115.66,0.0,6330.39
2021-01-11 21:00:00,50233.59,167.94,7364.21
2021-01-11 22:00:00,48367.85,137.75,7287.11
2021-01-11 23:00:00,41609.31,128.89,8025.48
2021-01-12 00:00:00,44029.6,0.0,7752.32
2021-01-12 01:00:00,45738.8,0.0,9186.95
2021-01-12 02:00:00,44196.47,8.93,9578.07
2021-01-12 03:00:00,43518.98,28.84,8818.59
2021-01-12 04:00:00,43968.13,0.0,9148.38
2021-01-12 05:00:00,44190.85,376.73,8241.28
2021-01-12 06:00:00,45018.59,0.0,9269.14
2021-01-12 07:00:00,49621.67,553.3,7018.19
2021-01-12 08:00:00,53394.81,742.17,7386.6
2021-01-12 09:00:00,57963.09,527.79,7568.7
2021-01-12 10:00:00,62585.83,747.57,5841.65
2021-01-12 11:00:00,62574.23,1460.8,5222.95
2021-01-12 12:00:00,59716.94,983.4,4238.56
2021-01-12 13:00:00,58304.56,794.16,4207.46
2021-01-12 14:00:00,58385.38,1138.2,5361.39
2021-01-12 15:00:00,54248.19,1282.22,4221.84
2021-01-12 16:00:00,52825.09,1058.87,3757.46
2021-01-12 17:00:00,49956.21,732.91,4963.61
2021-01-12 18:00:00,45875.46,1211.87,4662.59
2021-01-12 19:00:00,40486.26,56.81,5203.38
2021-01-12 20:00:00,36648.5,356.7,6961.26
2021-01-12 21:00:00,48107.2,0.0,7005.94
2021-01-12 22:00:00,45872.79,189.88,7458.99
2021-01-12 23:00:00,41870.7,464.25,8987.05
2021-01-13 00:00:00,42437.74,0.0,8581.19
2021-01-13 01:00:00,44445.15,197.56,9993.27
2021-01-13 02:00:00,43826.99,0.0,8196.85
2021-01-13 03:00:00,43132.19,0.0,10182.12
2021-01-13 04:00:00,43818.53,67.14,9014.59
2021-01-13 05:00:00,47191.7,758.08,8468.63
2021-01-13 06:00:00,44473.97,313.25,8818.8
2021-01-13 07:00:00,52591.94,421.8,7702.15
2021-01-13 08:00:00,53977.3,813.49,7837.13
2021-01-13 09:00:00,56958.32,1011.03,7431.64
2021-01-13 10:00:00,60935.7,1061.13,6015.02
2021-01-13 11:00:00,60222.22,1360.51,5052.25
2021-01-13 12:00:00,61136.89,962.53,5067.71
2021-01-13 13:00:00,62259.35,1165.65,4700.84
2021-01-13 14:00:00,56000.07,1304.4,4822.98
2021-01-13 15:00:00,59939.09,906.22,4486.24
2021-01-13 16:00:00,53363.01,1339.75,4378.51
2021-01-13 17:00:00,49770.11,873.39,4784.95
2021-01-13 18:00:00,44551.38,539.11,5694.64
2021-01-13 19:00:00,39594.32,286.51,5122.33
2021-01-13 20:00:00,39946.88,0.0,5779.94
2021-01-13 21:00:00,49813.52,469.66,6690.62
2021-01-13 22:00:00,45867.43,564.35,6476.03
2021-01-13 23:00:00,40641.19,132.0,7616.49
2021-01-14 00:00:00,41702.54,212.51,8564.18
2021-01-14 01:00:00,42827.79,0.0,9319.22
2021-01-14 02:00:00,45315.86,0.0,10141.26
2021-01-14 03:00:00,42521.71,0.0,8699.15
2021-01-14 04:00:00,44668.17,73.0,8888.53
2021-01-14 05:00:00,45686.29,0.0,9662.01
2021-01-14 06:00:00,45207.09,335.19,8623.53
2021-01-14 07:00:00,50090.02,420.54,8194.1
2021-01-14 08:00:00,54071.02,885.45,7469.94
2021-01-14 09:00:00,57321.43,672.48,7600.72
2021-01-14 10:00:00,57230.3,1417.3,6097.18
2021-01-14 11:00:00,57382.74,1049.09,5139.2
2021-01-14 12:00:00,61986.44,897.84,4787.69
2021-01-14 13:00:00,56556.96,986.06,3223.22
2021-01-14 14:00:00,55596.78,1321.75,4911.51
2021-01-14 15:00:00,56811.05,720.57,4330.38
2021-01-14 16:00:00,52907.64,529.51,5342.06
2021-01-14 17:00:00,50847.12,633.11,4693.68
2021-01-14 18:00:00,45730.05,0.0,4907.1
2021-01-14 19:00:00,40214.48,0.0,5379.17
2021-01-14 20:00:00,41031.64,192.25,5778.56
2021-01-14 21:00:00,50165.19,419.81,7291.43
2021-01-14 22:00:00,46974.13,0.0,7770.96
2021-01-14 23:00:00,45307.32,268.56,8306.57
2021-01-15 00:00:00,45429.96,0.0,9216.07
2021-01-15 01:00:00,44198.81,622.58,8390.32
2021-01-15 02:00:00,47270.23,59.37,8650.73
2021-01-15 03:00:00,43576.87,0.0,9377.17
2021-01-15 04:00:00,45691.33,0.0,9026.97
2021-01-15 05:00:00,48908.68,518.26,9065.63
2021-01-15 06:00:00,45423.37,36.01,8793.75
2021-01-15 07:00:00,47426.84,175.5,6931.61
2021-01-15 08:00:00,53632.72,686.92,7068.88
2021-01-15 09:00:00,58878.4,340.36,5864.22
2021-01-15 10:00:00,58851.82,1202.05,7137.26
2021-01-15 11:00:00,59132.14,1346.83,5529.83
2021-01-15 12:00:00,60162.55,1372.31,5451.45
2021-01-15 13:00:00,57120.63,1578.65,5509.91
2021-01-15 14:00:00,57321.8,1225.96,4740.53
2021-01-15 15:00:00,56514.44,858.13,3960.04
2021-01-15 16:00:00,52868.12,1239.74,4770.27
2021-01-15 17:00:00,48600.76,939.6,2972.73
2021-01-15 18:00:00,47422.74,0.0,4842.59
2021-01-15 19:00:00,39426.65,0.0,6249.43
2021-01-15 20:00:00,36953.94,103.95,6098.75
2021-01-15 21:00:00,49993.21,23.05,5973.05
2021-01-15 22:00:00,48660.07,0.0,6424.84
2021-01-15 23:00:00,43828.44,450.23,8442.89
2021-01-16 00:00:00,42913.19,0.0,8239.91
2021-01-16 01:00:00,47581.27,114.58,9069.44
2021-01-16 02:00:00,46000.0,71.64,8893.94
2021-01-16 03:00:00,44094.43,0.0,9108.19
2021-01-16 04:00:00,46059.96,15.58,9488.95
2021-01-16 05:00:00,44907.3,23.59,7612.5
2021-01-16 06:00:00,47004.35,103.95,9031.7
2021-01-16 07:00:00,44054.61,882.44,7855.83
2021-01-16 08:00:00,54908.85,187.06,7732.79
2021-01-16 09:00:00,54149.08,529.97,7897.07
2021-01-16 10:00:00,58104.58,964.45,6654.22
2021-01-16 11:00:00,60850.36,1081.37,5776.69
2021-01-16 12:00:00,64799.43,1104.02,5185.07
2021-01-16 13:00:00,61849.31,1481.8,5398.1
2021-01-16 14:00:00,59597.52,778.41,5427.99
2021-01-16 15:00:00,53981.8,1127.03,3914.21
2021-01-16 16:00:00,52798.67,997.85,4640.75
2021-01-16 17:00:00,50027.33,1201.22,4958.01
2021-01-16 18:00:00,44915.48,788.25,5778.09
2021-01-16 19:00:00,39232.36,435.15,5978.42
2021-01-16 20:00:00,37260.19,412.71,6042.14
2021-01-16 21:00:00,49360.58,0.0,6758.0
2021-01-16 22:00:00,44893.5,0.0,8321.83
2021-01-16 23:00:00,43074.51,0.0,6647.55
2021-01-17 00:00:00,42390.63,0.0,9424.86
2021-01-17 01:00:00,45660.8,0.0,10169.94
2021-01-17 02:00:00,45912.67,0.0,7556.98
2021-01-17 03:00:00,48571.56,0.0,8150.61
2021-01-17 04:00:00,46590.85,731.93,9887.19
2021-01-17 05:00:00,46067.63,178.43,9330.53
2021-01-17 06:00:00,46721.03,84.36,8502.17
2021-01-17 07:00:00,49155.2,33.07,7777.55
2021-01-17 08:00:00,49866.8,476.02,6777.88
2021-01-17 09:00:00,54058.77,780.4,7589.26
2021-01-17 10:00:00,60100.78,439.76,5543.32
2021-01-17 11:00:00,61651.52,754.97,5427.39
2021-01-17 12:00:00,61463.37,845.39,5131.7
2021-01-17 13:00:00,57556.89,984.69,4881.51
2021-01-17 14:00:00,55580.42,1268.03,4439.72
2021-01-17 15:00:00,57039.71,1116.89,5188.76
2021-01-17 16:00:00,53139.52,782.09,4524.88
2021-01-17 17:00:00,50245.81,741.09,4714.0
2021-01-17 18:00:00,44091.37,306.65,4226.91
2021-01-17 19:00:00,44591.29,0.0,5146.43
2021-01-17 20:00:00,36502.67,268.48,5960.12
2021-01-17 21:00:00,51380.48,0.0,6921.46
2021-01-17 22:00:00,45363.17,643.54,6658.47
2021-01-17 23:00:00,45156.72,190.13,8194.23
2021-01-18 00:00:00,43207.24,0.0,8472.21
2021-01-18 01:00:00,43578.52,289.16,10151.35
2021-01-18 02:00:00,43142.01,0.0,9010.38
2021-01-18 03:00:00,49091.34,0.0,10128.11
2021-01-18 04:00:00,47770.09,0.0,9404.74
2021-01-18 05:00:00,47983.71,0.0,8702.88
2021-01-18 06:00:00,44307.93,0.0,8056.36
2021-01-18 07:00:00,47064.78,272.92,7489.87
2021-01-18 08:00:00,53334.93,45.46,7575.03
2021-01-18 09:00:00,57545.58,137.95,6983.51
2021-01-18 10:00:00,60657.61,560.11,7145.19
2021-01-18 11:00:00,60712.37,852.14,5532.84
2021-01-18 12:00:00,61478.27,1173.76,5395.49
2021-01-18 13:00:00,58300.92,1231.37,3844.9
2021-01-18 14:00:00,58247.6,879.79,4013.49
2021-01-18 15:00:00,58270.19,1391.04,4739.0
2021-01-18 16:00:00,50947.96,828.08,5182.67
2021-01-18 17:00:00,49522.96,1431.87,4929.12
2021-01-18 18:00:00,45700.65,419.49,5152.36
2021-01-18 19:00:00,41167.61,475.13,6140.32
2021-01-18 20:00:00,36381.02,0.0,5039.93
2021-01-18 21:00:00,50048.92,0.0,5467.34
2021-01-18 22:00:00,47566.23,747.9,7372.86
2021-01-18 23:00:00,46108.33,24.55,7892.52
2021-01-19 00:00:00,45195.1,0.0,8612.13
2021-01-19 01:00:00,44422.18,0.0,9426.29
2021-01-19 02:00:00,43830.57,0.0,9391.45
2021-01-19 03:00:00,42830.62,8.45,9145.42
2021-01-19 04:00:00,46704.84,142.41,9054.53
2021-01-19 05:00:00,46524.57,417.06,9165.75
2021-01-19 06:00:00,45373.59,0.0,7812.63
2021-01-19 07:00:00,48718.46,83.4,7845.11
2021-01-19 08:00:00,53016.09,678.06,7339.25
2021-01-19 09:00:00,56920.93,765.36,5578.42
2021-01-19 10:00:00,56757.01,892.25,5420.03
2021-01-19 11:00:00,61038.01,1537.25,6301.36
2021-01-19 12:00:00,60089.08,1613.73,5164.9
2021-01-19 13:00:00,59351.38,1012.49,4514.85
2021-01-19 14:00:00,57749.09,1217.64,4554.2
2021-01-19 15:00:00,56050.71,1209.1,5090.9
2021-01-19 16:00:00,54623.32,490.0,2925.5
2021-01-19 17:00:00,50949.64,335.95,4561.48
2021-01-19 18:00:00,43248.76,0.0,5400.58
2021-01-19 19:00:00,42808.53,93.3,4015.48
2021-01-19 20:00:00,36812.56,117.54,5258.5
2021-01-19 21:00:00,49464.59,0.0,7111.28
2021-01-19 22:00:00,47082.04,0.0,8099.49
2021-01-19 23:00:00,44313.69,0.0,7397.33
2021-01-20 00:00:00,42742.85,0.0,8353.21
2021-01-20 01:00:00,46924.2,0.0,7868.44
2021-01-20 02:00:00,46793.6,0.0,8673.77
2021-01-20 03:00:00,46319.69,0.0,10252.21
2021-01-20 04:00:00,45970.49,0.0,10369.6
2021-01-20 05:00:00,43962.31,222.63,9016.16
2021-01-20 06:00:00,47698.09,468.45,8476.18
2021-01-20 07:00:00,47911.72,407.9,7555.63
2021-01-20 08:00:00,56538.22,567.24,7166.97
2021-01-20 09:00:00,56377.65,352.13,6184.96
2021-01-20 10:00:00,60608.55,751.26,5521.54
2021-01-20 11:00:00,60924.11,1448.55,6004.96
2021-01-20 12:00:00,62266.17,955.51,4225.79
2021-01-20 13:00:00,62660.54,1116.15,4548.77
2021-01-20 14:00:00,60838.56,1349.41,4734.17
2021-01-20 15:00:00,59942.23,899.78,4935.95
2021-01-20 16:00:00,53016.74,1028.91,5377.72
2021-01-20 17:00:00,50181.97,917.76,5342.77
2021-01-20 18:00:00,44698.05,274.52,4451.99
2021-01-20 19:00:00,37902.61,886.77,4911.66
2021-01-20 20:00:00,37397.54,0.0,6334.13
2021-01-20 21:00:00,50602.87,258.14,6418.08
2021-01-20 22:00:00,46565.97,84.77,7236.95
2021-01-20 23:00:00,47492.27,147.29,8403.19
2021-01-21 00:00:00,44733.95,352.04,8570.37
2021-01-21 01:00:00,41508.83,119.91,8450.76
2021-01-21 02:00:00,43193.98,175.91,9823.31
2021-01-21 03:00:00,44486.15,92.65,10183.11
2021-01-21 04:00:00,45183.58,780.5,9419.65
2021-01-21 05:00:00,41883.22,226.0,9070.27
2021-01-21 06:00:00,47676.51,201.95,8378.68
2021-01-21 07:00:00,47064.13,210.97,7456.45
2021-01-21 08:00:00,51869.18,710.2,8392.28
2021-01-21 09:00:00,56755.64,408.06,7038.51
2021-01-21 10:00:00,60601.75,778.63,6072.75
2021-01-21 11:00:00,59984.57,872.62,5965.7
2021-01-21 12:00:00,60255.57,1324.91,4549.25
2021-01-21 13:00:00,59170.71,1446.6,4478.22
2021-01-21 14:00:00,61556.34,1079.16,4597.97
2021-01-21 15:00:00,57723.89,682.58,3325.24
2021-01-21 16:00:00,50167.94,1340.34,4132.04
2021-01-21 17:00:00,53872.63,597.55,4812.65
2021-01-21 18:00:00,48130.76,1135.46,6318.65
2021-01-21 19:00:00,43617.11,580.89,5932.25
2021-01-21 20:00:00,39196.85,0.0,5662.25
2021-01-21 21:00:00,49128.47,0.0,6499.81
2021-01-21 22:00:00,48120.29,286.59,7443.38
2021-01-21 23:00:00,47258.6,0.0,7850.57
2021-01-22 00:00:00,42250.48,0.0,8416.43
2021-01-22 01:00:00,43623.98,454.03,9224.54
2021-01-22 02:00:00,42301.96,556.23,9817.56
2021-01-22 03:00:00,45495.64,0.0,8590.75
2021-01-22 04:00:00,44080.26,326.62,10215.69
2021-01-22 05:00:00,47830.43,0.0,8174.28
2021-01-22 06:00:00,45608.56,0.0,8659.94
2021-01-22 07:00:00,49002.18,137.74,7013.97
2021-01-22 08:00:00,53838.6,381.37,6692.12
2021-01-22 09:00:00,50875.15,769.42,7838.53
