datetime,demand_mw,solar_mw,wind_mw,renewable_mw,coal_mw,gas_available_mw,gas_used_mw,unserved_mw,net_load_mw,renewable_pct,lng_price_usd,gas_cost_inr_mwh,hourly_cost_inr,carbon_tonnes,month,month_name,hour,season,time_of_day,day_of_week,demand_6h_trend,net_load_3h,ews_score,ews_alert,alert_label,load_shedding_hrs,status,blackout_risk_index,date_label
2024-05-16 05:00:00,97062.27909840242,1484.0,4838.3,6322.3,38509.4,2868.8,2868.8,49361.77909840241,52230.57909840241,6.51,14.5,10291.0,2908078710.0,33295.78,5,May,5,Summer,Night,Thursday,-7897.189951400593,6856.240455940213,0.25,0,Normal,1,CRISIS,0.0,16 May
2024-05-16 06:00:00,101962.02190745156,0.0,2802.6,2802.6,35944.4,2868.8,2868.8,60346.22190745155,63215.021907451555,2.75,14.5,10291.0,3599874553.0,31192.49,5,May,6,Summer,Morning,Thursday,12679.998363619525,16588.747820329758,0.35,0,Normal,1,CRISIS,0.0,16 May
2024-05-16 07:00:00,103812.41996094059,6106.7,4627.3,10734.0,36489.4,2868.8,2868.8,53720.21996094059,56589.01996094059,10.34,14.5,10291.0,3050360702.0,31639.33,5,May,7,Summer,Morning,Thursday,10940.86658666702,-1055.7809206717793,0.3,0,Normal,1,CRISIS,0.0,16 May
2024-05-16 08:00:00,95410.22324944634,14068.1,2383.3,16451.4,37747.1,2868.8,2868.8,38342.92324944634,41211.723249446346,17.24,14.5,10291.0,2692738378.0,32670.65,5,May,8,Summer,Morning,Thursday,3413.1846069841413,-11018.855848956067,0.15,0,Normal,1,CRISIS,0.0,16 May
2024-05-16 09:00:00,118218.68285134794,16947.2,4155.2,21102.4,38714.2,2868.8,2868.8,55533.28285134793,58402.082851347936,17.85,14.5,10291.0,3462743619.0,33463.74,5,May,9,Summer,Morning,Thursday,29034.308764226138,-4812.93905610362,0.35,0,Normal,1,CRISIS,0.0,16 May
2024-05-16 10:00:00,125662.75476177124,21617.9,2556.5,24174.4,37518.7,2868.8,2868.8,61100.85476177125,63969.65476177125,19.24,14.5,10291.0,3740319591.0,32483.41,5,May,10,Summer,Morning,Thursday,27704.353880158873,7380.6348008306595,0.35,0,Normal,1,CRISIS,0.0,16 May
2024-05-16 11:00:00,122481.94105207805,24014.4,2368.6,26383.0,34587.1,2868.8,2868.8,58643.04105207805,61511.84105207805,21.54,14.5,10291.0,3665715255.0,30079.46,5,May,11,Summer,Morning,Thursday,25419.661953675633,20300.117802631707,0.35,0,Normal,1,CRISIS,0.0,16 May
2024-05-16 12:00:00,108938.49855069522,25028.7,800.0,25828.7,39077.1,2868.8,2868.8,41163.89855069522,44032.698550695226,23.71,14.5,10291.0,2657740658.0,33761.28,5,May,12,Summer,Afternoon,Thursday,6976.476643243659,-14369.38430065271,0.15,0,Normal,1,CRISIS,0.0,16 May
2024-05-16 13:00:00,104997.08071927358,25941.4,3508.2,29449.600000000002,38095.3,2868.8,2868.8,34583.38071927357,37452.18071927357,28.05,14.5,10291.0,2355245274.0,32956.17,5,May,13,Summer,Afternoon,Thursday,1184.6607583329896,-26517.474042497677,0.15,0,Normal,1,CRISIS,0.0,16 May
2024-05-16 14:00:00,113576.54277583148,25045.1,5165.6,30210.699999999997,36231.0,2868.8,2868.8,44266.042775831476,47134.84277583148,26.6,14.5,10291.0,2763404305.0,31427.46,5,May,14,Summer,Afternoon,Thursday,18166.319526385138,-14376.998276246573,0.35,0,Normal,1,CRISIS,0.0,16 May
2024-05-16 15:00:00,119842.25410768366,22112.2,800.0,22912.2,38405.7,2868.8,2868.8,55655.55410768367,58524.35410768367,19.12,14.5,10291.0,3306910399.0,33210.73,5,May,15,Summer,Afternoon,Thursday,1623.5712563357229,14491.655556988444,0.15,0,Normal,1,CRISIS,0.0,16 May
2024-05-16 16:00:00,115399.47268460855,17015.5,974.0,17989.5,37390.6,2868.8,2868.8,57150.57268460855,60019.372684608556,15.59,14.5,10291.0,3408795941.0,32378.36,5,May,16,Summer,Afternoon,Thursday,-10263.282077162687,22567.191965334983,0.15,0,Normal,1,CRISIS,0.0,16 May
2024-05-16 17:00:00,113271.34022751861,10537.5,3499.3,14036.8,36451.0,2868.8,2868.8,59914.7402275186,62783.540227518606,12.39,14.5,10291.0,3755701363.0,31607.89,5,May,17,Summer,Afternoon,Thursday,-9210.600824559442,15648.697451687127,0.2,0,Normal,1,CRISIS,0.0,16 May
2024-05-16 18:00:00,115342.39015706336,7197.1,2409.2,9606.3,39872.3,2868.8,2868.8,62994.99015706335,65863.79015706335,8.33,14.5,10291.0,3831360483.0,34413.37,5,May,18,Summer,Evening,Thursday,6403.891606368139,7339.436049379685,0.25,0,Normal,1,CRISIS,0.0,16 May
2024-05-16 19:00:00,129822.59963043217,0.0,2489.4,2489.4,38405.4,2868.8,2868.8,86058.99963043218,88927.79963043219,1.92,14.5,10291.0,5075493301.0,33210.51,5,May,19,Summer,Evening,Thursday,24825.518911158593,28908.42694582363,0.45,1,âš  ALERT,1,CRISIS,0.379,16 May
2024-05-16 20:00:00,127098.66590930954,0.0,3656.9,3656.9,37151.0,2868.8,2868.8,83421.96590930954,86290.76590930954,2.88,14.5,10291.0,5259828224.0,32181.9,5,May,20,Summer,Evening,Thursday,13522.12313347806,23507.225681790937,0.35,0,Normal,1,CRISIS,0.326,16 May
2024-05-16 21:00:00,126710.32803925493,871.5,3040.7,3912.2,37470.1,2868.8,2868.8,82459.22803925494,85328.02803925495,3.09,14.5,10291.0,5039420705.0,32443.52,5,May,21,Summer,Evening,Thursday,6868.073931571271,19464.23788219159,0.25,0,Normal,1,CRISIS,0.307,16 May
2024-05-16 22:00:00,113361.59258161788,344.6,3832.3,4176.900000000001,39241.6,2868.8,2868.8,67074.29258161788,69943.09258161788,3.68,14.5,10291.0,4066786322.0,33896.13,5,May,22,Summer,Evening,Thursday,-2037.8801029906754,-18984.707048814307,0.25,0,Normal,1,CRISIS,0.0,16 May
2024-05-16 23:00:00,100857.33068007359,0.0,4565.0,4565.0,37944.4,2868.8,2868.8,55479.130680073584,58347.93068007359,4.53,14.5,10291.0,3401396932.0,32832.49,5,May,23,Summer,Evening,Thursday,-12414.00954744502,-27942.835229235956,0.25,0,Normal,1,CRISIS,0.0,16 May
2024-05-17 00:00:00,89370.66678803478,1045.2,1731.2,2776.4,39008.6,2868.8,2868.8,44716.866788034786,47585.66678803479,3.11,14.5,10291.0,2657125686.0,33705.09,5,May,0,Summer,Night,Friday,-25971.72336902858,-37742.36125122016,0.25,0,Normal,1,CRISIS,0.0,17 May
2024-05-17 01:00:00,83951.64794067627,1508.6,2013.3,3521.8999999999996,39744.5,2868.8,2868.8,37816.44794067627,40685.24794067627,4.2,14.5,10291.0,2526537019.0,34308.55,5,May,1,Summer,Night,Friday,-45870.95168975591,-29257.844640941606,0.25,0,Normal,1,CRISIS,0.0,17 May
2024-05-17 02:00:00,89612.56267840517,0.0,4122.5,4122.5,38703.8,2868.8,2868.8,43917.462678405165,46786.26267840517,4.6,14.5,10291.0,2831267197.0,33455.18,5,May,2,Summer,Night,Friday,-37486.103230904366,-11561.668001668419,0.25,0,Normal,1,CRISIS,0.0,17 May
2024-05-17 03:00:00,90642.98268539198,0.0,4646.3,4646.3,34025.3,2868.8,2868.8,49102.58268539197,51971.382685391975,5.13,14.5,10291.0,2929534780.0,29618.82,5,May,3,Summer,Night,Friday,-36067.345353862955,4385.715897357186,0.25,0,Normal,1,CRISIS,0.0,17 May
2024-05-17 04:00:00,87529.35187780997,2432.5,2607.8,5040.3,39735.6,2868.8,2868.8,39884.65187780996,42753.45187780997,5.76,14.5,10291.0,2675137212.0,34301.26,5,May,4,Summer,Night,Friday,-25832.24070380791,2068.203937133694,0.25,0,Normal,1,CRISIS,0.0,17 May
2024-05-17 05:00:00,93085.73568206654,407.2,4399.7,4806.9,39697.9,2868.8,2868.8,45712.135682066546,48580.93568206655,5.16,14.5,10291.0,2723020867.0,34270.35,5,May,5,Summer,Night,Friday,-7771.594998007044,1794.6730036613808,0.25,0,Normal,1,CRISIS,0.0,17 May
2024-05-17 06:00:00,97051.53631246382,1591.1,2705.3,4296.4,37908.4,2868.8,2868.8,51977.936312463826,54846.73631246383,4.43,14.5,10291.0,3138463037.0,32802.98,5,May,6,Summer,Morning,Friday,7680.869524429043,2875.353627071854,0.25,0,Normal,1,CRISIS,0.0,17 May
2024-05-17 07:00:00,102534.83947941072,5546.7,2834.3,8381.0,37763.0,2868.8,2868.8,53522.03947941071,56390.839479410715,8.17,14.5,10291.0,3195737472.0,32683.74,5,May,7,Summer,Morning,Friday,18583.19153873445,13637.387601600749,0.45,1,âš  ALERT,1,CRISIS,0.0,17 May
2024-05-17 08:00:00,101081.2206944806,14466.8,1918.7,16385.5,39798.8,2868.8,2868.8,42028.12069448059,44896.92069448059,16.21,14.5,10291.0,2655932183.0,34353.12,5,May,8,Summer,Morning,Friday,11468.658016075424,-3684.014987585957,0.25,0,Normal,1,CRISIS,0.0,17 May
2024-05-17 09:00:00,121576.4768734269,17845.5,1634.4,19479.9,35903.5,2868.8,2868.8,63324.276873426905,66193.07687342691,16.02,14.5,10291.0,3807637659.0,31158.92,5,May,9,Summer,Morning,Friday,30933.49418803492,11346.340560963079,0.35,0,Normal,1,CRISIS,0.0,17 May
2024-05-17 10:00:00,116073.52485969843,20732.7,1233.3,21966.0,34475.0,2868.8,2868.8,56763.72485969843,59632.52485969843,18.92,14.5,10291.0,3612709123.0,29987.6,5,May,10,Summer,Morning,Friday,28544.172981888463,3241.685380287716,0.35,0,Normal,1,CRISIS,0.0,17 May
2024-05-17 11:00:00,126784.39011506735,25672.9,3178.7,28851.600000000002,38617.7,2868.8,2868.8,56446.29011506734,59315.090115067345,22.76,14.5,10291.0,3511846602.0,33384.55,5,May,11,Summer,Morning,Friday,33698.654433000804,14418.169420586753,0.35,0,Normal,1,CRISIS,0.0,17 May
2024-05-17 12:00:00,110200.87788055507,27900.2,1347.7,29247.9,37653.3,2868.8,2868.8,40430.877880555054,43299.67788055506,26.54,14.5,10291.0,2494696507.0,32593.8,5,May,12,Summer,Afternoon,Friday,13149.341568091244,-22893.39899287185,0.25,0,Normal,1,CRISIS,0.0,17 May
2024-05-17 13:00:00,111162.50115088618,25674.7,5699.1,31373.800000000003,37497.1,2868.8,2868.8,39422.801150886175,42291.60115088618,28.22,14.5,10291.0,2546082432.0,32465.71,5,May,13,Summer,Afternoon,Friday,8627.661671475464,-17340.923708812254,0.25,0,Normal,1,CRISIS,0.0,17 May
2024-05-17 14:00:00,112080.01373606852,26183.6,3047.9,29231.5,37516.2,2868.8,2868.8,42463.51373606852,45332.31373606852,26.08,14.5,10291.0,2594546244.0,32481.31,5,May,14,Summer,Afternoon,Friday,10998.793041587924,-13982.776378998824,0.25,0,Normal,1,CRISIS,0.0,17 May
2024-05-17 15:00:00,110115.48554241346,20958.0,1315.5,22273.5,38474.4,2868.8,2868.8,46498.785542413454,49367.58554241346,20.23,14.5,10291.0,3002247086.0,33267.09,5,May,15,Summer,Afternoon,Friday,-11460.991331013443,6067.9076618584,0.15,0,Normal,1,CRISIS,0.0,17 May
2024-05-17 16:00:00,114840.90161967002,18833.5,1936.0,20769.5,34665.4,2868.8,2868.8,56537.20161967002,59406.00161967002,18.09,14.5,10291.0,3426625458.0,30143.71,5,May,16,Summer,Afternoon,Friday,-1232.6232400284061,17114.400468783846,0.15,0,Normal,1,CRISIS,0.0,17 May
2024-05-17 17:00:00,120733.80060877456,13662.9,3313.5,16976.4,37112.7,2868.8,2868.8,63775.900608774566,66644.70060877457,14.06,14.5,10291.0,3689546808.0,32150.5,5,May,17,Summer,Afternoon,Friday,-6050.589506292788,21312.386872706047,0.2,0,Normal,1,CRISIS,0.0,17 May
2024-05-17 18:00:00,120705.06872276528,9187.4,2575.7,11763.099999999999,34816.5,2868.8,2868.8,71256.66872276527,74125.46872276528,9.75,14.5,10291.0,4493166081.0,30267.61,5,May,18,Summer,Evening,Friday,10504.190842210213,24757.88318035182,0.35,0,Normal,1,CRISIS,0.083,17 May
2024-05-17 19:00:00,123477.47976744815,500.4,800.0,1300.4,37778.8,2868.8,2868.8,81529.47976744815,84398.27976744816,1.05,14.5,10291.0,4967961747.0,32696.68,5,May,19,Summer,Evening,Friday,12314.978616561973,24992.278147778132,0.35,0,Normal,1,CRISIS,0.288,17 May
2024-05-17 20:00:00,129681.37788390969,1228.1,4497.2,5725.299999999999,39169.2,2868.8,2868.8,81918.07788390969,84786.87788390969,4.41,14.5,10291.0,5185785272.0,33836.78,5,May,20,Summer,Evening,Friday,17601.364147841174,18142.177275135124,0.45,1,âš  ALERT,1,CRISIS,0.296,17 May
2024-05-17 21:00:00,117675.19196381918,736.8,4024.0,4760.8,37951.9,2868.8,2868.8,72093.69196381916,74962.49196381916,4.05,14.5,10291.0,4499443261.0,32838.61,5,May,21,Summer,Evening,Friday,7559.706421405717,837.0232410538883,0.25,0,Normal,1,CRISIS,0.099,17 May
2024-05-17 22:00:00,110235.4983434789,0.0,2012.3,2012.3,33410.0,2868.8,2868.8,71944.3983434789,74813.1983434789,1.83,14.5,10291.0,4296305019.0,29114.25,5,May,22,Summer,Evening,Friday,-4605.403276191122,-9585.081423969255,0.25,0,Normal,1,CRISIS,0.096,17 May
2024-05-17 23:00:00,101992.84279641973,0.0,6764.8,6764.8,37102.5,2868.8,2868.8,55256.74279641973,58125.54279641973,6.63,14.5,10291.0,3439079557.0,32142.08,5,May,23,Summer,Evening,Friday,-18740.957812354827,-26661.335087489962,0.25,0,Normal,1,CRISIS,0.0,17 May
2024-05-18 00:00:00,96854.12027753693,0.0,3133.3,3133.3,37633.8,2868.8,2868.8,53218.22027753692,56087.020277536925,3.24,14.5,10291.0,3177174183.0,32577.78,5,May,0,Summer,Night,Saturday,-23850.94844522835,-18875.47168628224,0.25,0,Normal,1,CRISIS,0.0,18 May
2024-05-18 01:00:00,88908.76671735352,0.0,3605.2,3605.2,36972.2,2868.8,2868.8,45462.56671735352,48331.36671735352,4.05,14.5,10291.0,2756758289.0,32035.25,5,May,1,Summer,Night,Saturday,-34568.71305009464,-26481.83162612538,0.25,0,Normal,1,CRISIS,0.0,18 May
2024-05-18 02:00:00,98273.76345732002,302.6,4475.4,4778.0,38519.3,2868.8,2868.8,52107.66345732001,54976.46345732002,4.86,14.5,10291.0,3209317837.0,33303.9,5,May,2,Summer,Night,Saturday,-31407.614426589673,-3149.0793390997133,0.25,0,Normal,1,CRISIS,0.0,18 May
2024-05-18 03:00:00,92529.67481055307,0.0,3481.9,3481.9,37773.6,2868.8,2868.8,48405.374810553076,51274.17481055308,3.76,14.5,10291.0,3101322931.0,32692.44,5,May,3,Summer,Night,Saturday,-25145.517153266104,-4812.845466983847,0.25,0,Normal,1,CRISIS,0.0,18 May
2024-05-18 04:00:00,98398.47643699507,901.0,3480.9,4381.9,38975.7,2868.8,2868.8,52172.07643699508,55040.87643699508,4.45,14.5,10291.0,3124182720.0,33678.13,5,May,4,Summer,Night,Saturday,-11837.021906483831,6709.509719641559,0.25,0,Normal,1,CRISIS,0.0,18 May
2024-05-18 05:00:00,93440.26745690299,27.1,3046.2,3073.2999999999997,37076.7,2868.8,2868.8,50421.46745690299,53290.26745690299,3.29,14.5,10291.0,3060729000.0,32120.96,5,May,5,Summer,Night,Saturday,-8552.575339516741,-1686.196000417025,0.25,0,Normal,1,CRISIS,0.0,18 May
2024-05-18 06:00:00,98491.31918398128,73.9,3574.8,3648.7000000000003,34545.6,2868.8,2868.8,57428.21918398128,60297.01918398128,3.7,14.5,10291.0,3695427585.0,30045.43,5,May,6,Summer,Morning,Saturday,1637.1989064443478,9022.844373428205,0.25,0,Normal,1,CRISIS,0.0,18 May
2024-05-18 07:00:00,97181.04881343337,6251.2,2182.4,8433.6,37483.3,2868.8,2868.8,48395.34881343336,51264.14881343336,8.68,14.5,10291.0,3092298708.0,32454.39,5,May,7,Summer,Morning,Saturday,8272.282096079856,-3776.7276235617173,0.35,0,Normal,1,CRISIS,0.0,18 May
2024-05-18 08:00:00,96714.05750432613,12571.257582332943,3070.8,15642.057582332942,35528.5,2857.2,2857.2,42686.299921993195,45543.49992199319,16.17,14.55,10330.0,2947571421.0,30851.43,5,May,8,Summer,Morning,Saturday,-1559.7059529938851,-7746.767534909799,0.15,0,Normal,1,CRISIS,0.0,18 May
2024-05-18 09:00:00,114001.16034380275,17896.56866295749,4093.8,21990.368662957488,37953.4,2842.7,2842.7,51214.69168084526,54057.391680845256,19.29,14.62,10378.0,3273622713.0,32839.88,5,May,9,Summer,Morning,Saturday,21471.48553324968,-6239.627503136027,0.35,0,Normal,1,CRISIS,0.0,18 May
2024-05-18 10:00:00,118185.39514771645,22437.701268825178,4486.6,26924.301268825177,39273.4,2828.3,2828.3,49159.39387889127,51987.693878891274,22.78,14.69,10426.0,3005069474.0,33922.26,5,May,10,Summer,Morning,Saturday,19786.91871072138,723.5450654579108,0.35,0,Normal,1,CRISIS,0.0,18 May
2024-05-18 11:00:00,123997.29160330893,25692.05150616389,3963.5,29655.55150616389,39591.3,2813.8,2813.8,51936.640097145035,54750.44009714504,23.92,14.76,10475.0,3235691249.0,34182.89,5,May,11,Summer,Morning,Saturday,30557.024146405936,9206.940175151845,0.35,0,Normal,1,CRISIS,0.0,18 May
2024-05-18 12:00:00,111319.86249812733,27496.582527340277,800.0,28296.582527340277,34435.5,2799.4,2799.4,45788.37997078706,48587.77997078706,25.42,14.83,10523.0,2816326294.0,29955.15,5,May,12,Summer,Afternoon,Saturday,12828.543314146053,-5469.611710058198,0.25,0,Normal,1,CRISIS,0.0,18 May
2024-05-18 13:00:00,115425.11030703972,26680.99668654569,1330.5,28011.49668654569,39091.7,2785.0,2785.0,45536.91362049403,48321.91362049403,24.27,14.89,10571.0,2525425636.0,33773.26,5,May,13,Summer,Afternoon,Saturday,18244.06149360635,-3665.7802583972443,0.35,0,Normal,1,CRISIS,0.0,18 May
2024-05-18 14:00:00,108618.62393208226,24635.918593286387,1368.1,26004.018593286386,34167.4,2770.5,2770.5,45676.70533879588,48447.20533879588,23.94,14.96,10619.0,2553878209.0,29735.33,5,May,14,Summer,Afternoon,Saturday,11904.56642775613,-6303.234758349157,0.25,0,Normal,1,CRISIS,0.0,18 May
2024-05-18 15:00:00,118274.92775649503,20962.206165959004,1277.2,22239.406165959004,39256.0,2756.1,2756.1,54023.421590536025,56779.521590536024,18.8,15.03,10668.0,3238977936.0,33907.95,5,May,15,Summer,Afternoon,Saturday,4273.767412692279,8191.741619748966,0.15,0,Normal,1,CRISIS,0.0,18 May
