datetime,demand_mw,solar_mw,wind_mw,renewable_mw,coal_mw,gas_available_mw,gas_used_mw,unserved_mw,net_load_mw,renewable_pct,lng_price_usd,gas_cost_inr_mwh,hourly_cost_inr,carbon_tonnes,month,month_name,hour,season,time_of_day,day_of_week,hydro_mw
2024-01-01 10:00:00,94438.6,18604.9,2501.8,21106.7,36837.8,3655.0,3655.0,32839.1,36494.1,22.35,10.8,7665.0,2079408262.0,31997.94,1,Jan,10,Winter,Morning,Monday,2814.6
2024-01-01 11:00:00,88720.4,20405.9,1869.1,22275.0,39554.2,3655.0,3655.0,23236.1,26891.1,25.11,10.8,7665.0,1509204261.0,34225.43,1,Jan,11,Winter,Morning,Monday,2813.7
2024-01-01 12:00:00,84891.9,20866.0,2642.9,23508.9,36669.8,3655.0,3655.0,21058.2,24713.2,27.69,10.8,7665.0,1372180037.0,31860.22,1,Jan,12,Winter,Afternoon,Monday,3096.8
2024-01-01 13:00:00,81932.3,22765.7,3385.7,26151.4,39302.6,3655.0,3655.0,12823.4,16478.4,31.92,10.8,7665.0,883883563.0,34019.05,1,Jan,13,Winter,Afternoon,Monday,2234.7
2024-01-01 14:00:00,81976.7,20734.4,2510.0,23244.4,39391.1,3655.0,3655.0,15686.2,19341.2,28.35,10.8,7665.0,1055846533.0,34091.64,1,Jan,14,Winter,Afternoon,Monday,2310.0
2024-01-01 15:00:00,83849.2,18319.2,820.9,19140.1,35047.6,3655.0,3655.0,26006.5,29661.5,22.83,10.8,7665.0,1665509189.0,30529.97,1,Jan,15,Winter,Afternoon,Monday,2775.1
2024-01-01 16:00:00,88982.5,15965.5,2167.6,18133.1,39447.1,3655.0,3655.0,27747.4,31402.4,20.38,10.8,7665.0,1779641311.0,34137.54,1,Jan,16,Winter,Afternoon,Monday,2594.9
2024-01-01 17:00:00,88016.7,9912.3,2855.5,12767.8,40516.1,3655.0,3655.0,31077.8,34732.8,14.51,10.8,7665.0,1981821088.0,35014.13,1,Jan,17,Winter,Afternoon,Monday,3125.7
2024-01-01 18:00:00,91218.3,6622.0,800.0,7422.0,39083.8,3655.0,3655.0,41057.5,44712.5,8.14,10.8,7665.0,2577453768.0,33839.67,1,Jan,18,Winter,Evening,Monday,2636.8
2024-01-01 19:00:00,96241.1,0.0,3005.5,3005.5,33464.9,3655.0,3655.0,56115.7,59770.7,3.12,10.8,7665.0,3468582403.0,29232.14,1,Jan,19,Winter,Evening,Monday,2435.1
2024-01-01 20:00:00,99760.2,285.7,4942.2,5227.9,36403.5,3655.0,3655.0,54473.9,58128.9,5.24,10.8,7665.0,3376536838.0,31641.79,1,Jan,20,Winter,Evening,Monday,3586.3
2024-01-01 21:00:00,94127.3,0.0,4540.6,4540.6,38097.5,3655.0,3655.0,47834.2,51489.2,4.82,10.8,7665.0,2981880777.0,33030.9,1,Jan,21,Winter,Evening,Monday,2909.7
2024-01-01 22:00:00,85917.4,410.6,3813.4,4224.0,39377.3,3655.0,3655.0,38661.2,42316.2,4.92,10.8,7665.0,2434316747.0,34080.33,1,Jan,22,Winter,Evening,Monday,3027.0
2024-01-01 23:00:00,76129.0,0.0,3445.1,3445.1,34513.0,3655.0,3655.0,34515.9,38170.9,4.53,10.8,7665.0,2174901745.0,30091.59,1,Jan,23,Winter,Evening,Monday,2430.1
2024-01-02 00:00:00,70437.2,208.8,4089.6,4298.5,36970.8,3655.0,3655.0,25512.9,29167.9,6.1,10.8,7665.0,1640128020.0,32107.03,1,Jan,0,Winter,Night,Tuesday,2782.2
2024-01-02 01:00:00,64855.2,0.0,3777.8,3777.8,35835.4,3655.0,3655.0,21587.0,25242.0,5.82,10.8,7665.0,1402077364.0,31176.02,1,Jan,1,Winter,Night,Tuesday,3044.4
2024-01-02 02:00:00,69652.8,323.2,6488.4,6811.7,37789.2,3655.0,3655.0,21397.0,25052.0,9.78,10.8,7665.0,1394970451.0,32778.06,1,Jan,2,Winter,Night,Tuesday,2539.6
2024-01-02 03:00:00,71526.9,0.0,1886.5,1886.5,37387.0,3655.0,3655.0,28598.5,32253.5,2.64,10.8,7665.0,1826177436.0,32448.27,1,Jan,3,Winter,Night,Tuesday,3150.3
2024-01-02 04:00:00,71244.6,1970.6,3852.7,5823.2,38043.1,3655.0,3655.0,23723.2,27378.2,8.17,10.8,7665.0,1535104751.0,32986.29,1,Jan,4,Winter,Night,Tuesday,2759.7
2024-01-02 05:00:00,71320.5,0.0,5287.0,5287.0,38943.9,3655.0,3655.0,23434.6,27089.6,7.41,10.8,7665.0,1519770606.0,33724.92,1,Jan,5,Winter,Night,Tuesday,2883.3
2024-01-02 06:00:00,76762.1,0.0,5380.2,5380.2,34636.3,3655.0,3655.0,33090.6,36745.6,7.01,10.8,7665.0,2089651673.0,30192.71,1,Jan,6,Winter,Morning,Tuesday,2759.3
2024-01-02 07:00:00,78599.0,7122.6,2253.5,9376.1,36307.4,3655.0,3655.0,29260.5,32915.5,11.93,10.8,7665.0,1863523157.0,31563.02,1,Jan,7,Winter,Morning,Tuesday,3740.9
2024-01-02 08:00:00,79445.3,10025.6,1308.0,11333.6,37577.1,3655.0,3655.0,26879.6,30534.6,14.27,10.8,7665.0,1723461898.0,32604.19,1,Jan,8,Winter,Morning,Tuesday,2994.6
2024-01-02 09:00:00,86094.7,15259.3,1792.1,17051.4,40539.9,3655.0,3655.0,24848.5,28503.5,19.81,10.8,7665.0,1608111893.0,35033.64,1,Jan,9,Winter,Morning,Tuesday,2576.9
2024-01-02 10:00:00,89112.6,18210.1,3616.8,21827.0,34978.3,3655.0,3655.0,28652.4,32307.4,24.49,10.8,7665.0,1824112131.0,30473.13,1,Jan,10,Winter,Morning,Tuesday,3329.0
2024-01-02 11:00:00,94691.3,22027.5,800.0,22827.5,37809.3,3655.0,3655.0,30399.6,34054.6,24.11,10.8,7665.0,1935170862.0,32794.55,1,Jan,11,Winter,Morning,Tuesday,2511.7
2024-01-02 12:00:00,84598.8,22901.8,800.0,23701.8,34799.1,3655.0,3655.0,22442.9,26097.9,28.02,10.8,7665.0,1451146117.0,30326.2,1,Jan,12,Winter,Afternoon,Tuesday,3083.5
2024-01-02 13:00:00,86128.4,22514.0,2449.1,24963.1,38132.9,3655.0,3655.0,19377.4,23032.4,28.98,10.8,7665.0,1274553159.0,33059.93,1,Jan,13,Winter,Afternoon,Tuesday,2216.1
2024-01-02 14:00:00,82533.8,21167.6,2464.2,23631.8,36011.3,3655.0,3655.0,19235.8,22890.8,28.63,10.8,7665.0,1261388439.0,31320.21,1,Jan,14,Winter,Afternoon,Tuesday,2468.7
2024-01-02 15:00:00,92056.5,18846.8,800.0,19646.8,38753.1,3655.0,3655.0,30001.6,33656.6,21.34,10.8,7665.0,1913367064.0,33568.5,1,Jan,15,Winter,Afternoon,Tuesday,3078.7
2024-01-02 16:00:00,82727.3,15510.1,3644.3,19154.5,35798.6,3655.0,3655.0,24119.2,27774.2,23.15,10.8,7665.0,1553922867.0,31145.83,1,Jan,16,Winter,Afternoon,Tuesday,3295.4
2024-01-02 17:00:00,90122.8,10758.6,3408.3,14167.0,41233.6,3655.0,3655.0,31067.3,34722.3,15.72,10.8,7665.0,1982767187.0,35602.49,1,Jan,17,Winter,Afternoon,Tuesday,3068.5
2024-01-02 18:00:00,90484.8,4767.3,1573.2,6340.5,35808.4,3655.0,3655.0,44681.0,48336.0,7.01,10.8,7665.0,2787655101.0,31153.82,1,Jan,18,Winter,Evening,Tuesday,2953.7
2024-01-02 19:00:00,95666.5,272.9,3227.4,3500.3,39094.4,3655.0,3655.0,49416.9,53071.9,3.66,10.8,7665.0,3079035554.0,33848.33,1,Jan,19,Winter,Evening,Tuesday,2879.6
2024-01-02 20:00:00,100574.6,1162.8,2851.2,4014.0,42880.3,3655.0,3655.0,50025.3,53680.3,3.99,10.8,7665.0,3123870169.0,36952.83,1,Jan,20,Winter,Evening,Tuesday,2408.6
2024-01-02 21:00:00,99146.8,0.0,2157.1,2157.1,38404.9,3655.0,3655.0,54929.8,58584.8,2.18,10.8,7665.0,3408297606.0,33283.0,1,Jan,21,Winter,Evening,Tuesday,2712.1
2024-01-02 22:00:00,86989.5,571.2,4264.8,4836.0,37294.3,3655.0,3655.0,41204.2,44859.2,5.56,10.8,7665.0,2582314876.0,32372.31,1,Jan,22,Winter,Evening,Tuesday,2815.7
2024-01-02 23:00:00,75622.4,0.0,3379.8,3379.8,39152.8,3655.0,3655.0,29434.8,33089.8,4.47,10.8,7665.0,1880241474.0,33896.24,1,Jan,23,Winter,Evening,Tuesday,3422.8
2024-01-03 00:00:00,70150.1,0.0,4291.3,4291.3,38210.6,3655.0,3655.0,23993.2,27648.2,6.12,10.8,7665.0,1551671282.0,33123.67,1,Jan,0,Winter,Night,Wednesday,3137.4
2024-01-03 01:00:00,66715.5,123.0,4258.9,4381.8,35154.1,3655.0,3655.0,23524.6,27179.6,6.57,10.8,7665.0,1516833994.0,30617.28,1,Jan,1,Winter,Night,Wednesday,2294.8
2024-01-03 02:00:00,71469.5,448.6,5524.7,5973.3,39547.6,3655.0,3655.0,22293.6,25948.6,8.36,10.8,7665.0,1452639953.0,34219.99,1,Jan,2,Winter,Night,Wednesday,3129.6
2024-01-03 03:00:00,65803.7,0.0,4807.1,4807.1,38467.6,3655.0,3655.0,18874.1,22529.1,7.31,10.8,7665.0,1245088560.0,33334.36,1,Jan,3,Winter,Night,Wednesday,2846.0
2024-01-03 04:00:00,72836.4,3082.2,4768.6,7850.7,39711.1,3655.0,3655.0,21619.6,25274.6,10.78,10.8,7665.0,1412554309.0,34354.08,1,Jan,4,Winter,Night,Wednesday,2729.2
2024-01-03 05:00:00,74781.0,521.1,3537.3,4058.4,38957.9,3655.0,3655.0,28109.6,31764.6,5.43,10.8,7665.0,1800302913.0,33736.46,1,Jan,5,Winter,Night,Wednesday,3244.7
2024-01-03 06:00:00,71288.6,0.0,3114.4,3114.4,37603.7,3655.0,3655.0,26915.4,30570.4,4.37,10.8,7665.0,1725670401.0,32626.02,1,Jan,6,Winter,Morning,Wednesday,3412.4
2024-01-03 07:00:00,84646.3,3876.4,4265.6,8142.1,34214.6,3655.0,3655.0,38634.7,42289.7,9.62,10.8,7665.0,2421368653.0,29846.9,1,Jan,7,Winter,Morning,Wednesday,3372.5
2024-01-03 08:00:00,77444.7,11299.5,3245.9,14545.4,35284.5,3655.0,3655.0,23959.8,27614.8,18.78,10.8,7665.0,1543230207.0,30724.25,1,Jan,8,Winter,Morning,Wednesday,2664.3
2024-01-03 09:00:00,87309.2,15424.2,2018.9,17443.1,37872.9,3655.0,3655.0,28338.2,31993.2,19.98,10.8,7665.0,1811631295.0,32846.74,1,Jan,9,Winter,Morning,Wednesday,2876.3
2024-01-03 10:00:00,92013.5,17946.5,5213.4,23159.8,38707.8,3655.0,3655.0,26490.8,30145.8,25.17,10.8,7665.0,1702623584.0,33531.38,1,Jan,10,Winter,Morning,Wednesday,3132.5
2024-01-03 11:00:00,86807.2,21130.9,1627.7,22758.7,39144.9,3655.0,3655.0,21248.7,24903.7,26.22,10.8,7665.0,1389056276.0,33889.74,1,Jan,11,Winter,Morning,Wednesday,3390.2
2024-01-03 12:00:00,80915.4,22184.6,2860.0,25044.6,39171.5,3655.0,3655.0,13044.3,16699.3,30.95,10.8,7665.0,896850413.0,33911.59,1,Jan,12,Winter,Afternoon,Wednesday,2808.3
2024-01-03 13:00:00,80100.5,22008.8,1578.6,23587.3,36133.3,3655.0,3655.0,16724.8,20379.8,29.45,10.8,7665.0,1111000328.0,31420.29,1,Jan,13,Winter,Afternoon,Wednesday,2925.7
2024-01-03 14:00:00,91093.0,21305.7,800.0,22105.7,39275.7,3655.0,3655.0,26056.5,29711.5,24.27,10.8,7665.0,1677815430.0,33997.04,1,Jan,14,Winter,Afternoon,Wednesday,2557.5
2024-01-03 15:00:00,92953.8,19293.7,800.0,20093.7,36471.5,3655.0,3655.0,32733.6,36388.6,21.62,10.8,7665.0,2072267922.0,31697.61,1,Jan,15,Winter,Afternoon,Wednesday,2521.5
2024-01-03 16:00:00,90572.8,14314.3,2786.6,17100.9,38989.3,3655.0,3655.0,30827.6,34482.6,18.88,10.8,7665.0,1963450865.0,33762.15,1,Jan,16,Winter,Afternoon,Wednesday,3325.0
2024-01-03 17:00:00,83506.7,10380.8,800.0,11180.8,35391.2,3655.0,3655.0,33279.8,36934.8,13.39,10.8,7665.0,2102662422.0,30811.75,1,Jan,17,Winter,Afternoon,Wednesday,3542.5
2024-01-03 18:00:00,90459.7,4372.0,4599.5,8971.5,34579.7,3655.0,3655.0,43253.5,46908.5,9.92,10.8,7665.0,2699299571.0,30146.32,1,Jan,18,Winter,Evening,Wednesday,2971.2
2024-01-03 19:00:00,94396.2,104.6,4624.9,4729.5,34568.3,3655.0,3655.0,51443.5,55098.5,5.01,10.8,7665.0,3190675426.0,30136.94,1,Jan,19,Winter,Evening,Wednesday,3401.4
2024-01-03 20:00:00,104600.2,8.2,1990.9,1999.1,38364.2,3655.0,3655.0,60581.8,64236.8,1.91,10.8,7665.0,3747328334.0,33249.6,1,Jan,20,Winter,Evening,Wednesday,3144.7
2024-01-03 21:00:00,97653.7,0.0,3525.9,3525.9,36669.4,3655.0,3655.0,53803.4,57458.4,3.61,10.8,7665.0,3336896052.0,31859.84,1,Jan,21,Winter,Evening,Wednesday,2742.0
2024-01-03 22:00:00,88168.9,529.7,5600.1,6129.8,34964.4,3655.0,3655.0,43419.7,47074.7,6.95,10.8,7665.0,2710122803.0,30461.73,1,Jan,22,Winter,Evening,Wednesday,3144.6
2024-01-03 23:00:00,86051.8,0.0,3733.5,3733.5,38616.6,3655.0,3655.0,40046.7,43701.7,4.34,10.8,7665.0,2515774846.0,33456.59,1,Jan,23,Winter,Evening,Wednesday,3615.2
2024-01-04 00:00:00,70384.3,0.0,3833.7,3833.7,36454.0,3655.0,3655.0,26441.5,30096.5,5.45,10.8,7665.0,1694707314.0,31683.23,1,Jan,0,Winter,Night,Thursday,2985.7
2024-01-04 01:00:00,67746.3,679.7,4617.4,5297.1,36054.2,3655.0,3655.0,22740.0,26395.0,7.82,10.8,7665.0,1471734257.0,31355.38,1,Jan,1,Winter,Night,Thursday,3625.9
2024-01-04 02:00:00,73365.9,245.8,5200.4,5446.3,38699.3,3655.0,3655.0,25565.3,29220.3,7.42,10.8,7665.0,1647075902.0,33524.34,1,Jan,2,Winter,Night,Thursday,1952.1
2024-01-04 03:00:00,67724.0,0.0,5085.8,5085.8,38660.7,3655.0,3655.0,20322.5,23977.5,7.51,10.8,7665.0,1332422428.0,33492.76,1,Jan,3,Winter,Night,Thursday,3328.8
2024-01-04 04:00:00,70960.6,93.9,5616.7,5710.5,36256.9,3655.0,3655.0,25338.2,28993.2,8.05,10.8,7665.0,1628073642.0,31521.57,1,Jan,4,Winter,Night,Thursday,3034.8
2024-01-04 05:00:00,73356.8,0.0,3654.4,3654.4,39637.6,3655.0,3655.0,26409.9,30064.9,4.98,10.8,7665.0,1699811672.0,34293.74,1,Jan,5,Winter,Night,Thursday,2880.4
2024-01-04 06:00:00,76882.5,650.8,5263.4,5914.3,37482.0,3655.0,3655.0,29831.2,33486.2,7.69,10.8,7665.0,1900348624.0,32526.2,1,Jan,6,Winter,Morning,Thursday,3036.7
2024-01-04 07:00:00,78931.8,5122.0,3831.1,8953.2,37179.7,3655.0,3655.0,29144.0,32799.0,11.34,10.8,7665.0,1858449892.0,32278.32,1,Jan,7,Winter,Morning,Thursday,2205.0
2024-01-04 08:00:00,79436.0,10904.5,2186.9,13091.4,41624.8,3655.0,3655.0,21064.8,24719.8,16.48,10.8,7665.0,1383479928.0,35923.27,1,Jan,8,Winter,Morning,Thursday,2912.1
2024-01-04 09:00:00,86291.7,13909.1,4285.1,18194.2,39023.3,3655.0,3655.0,25419.2,29074.2,21.08,10.8,7665.0,1639019194.0,33790.08,1,Jan,9,Winter,Morning,Thursday,3142.8
2024-01-04 10:00:00,94038.4,18970.4,2625.9,21596.4,35645.5,3655.0,3655.0,33141.6,36796.6,22.97,10.8,7665.0,2094930645.0,31020.25,1,Jan,10,Winter,Morning,Thursday,3591.2
2024-01-04 11:00:00,94160.5,20440.0,3592.0,24032.0,37145.9,3655.0,3655.0,29327.6,32982.6,25.52,10.8,7665.0,1869392626.0,32250.58,1,Jan,11,Winter,Morning,Thursday,2792.7
2024-01-04 12:00:00,80800.0,22019.3,2749.5,24768.8,36312.6,3655.0,3655.0,16063.6,19718.6,30.65,10.8,7665.0,1071720406.0,31567.24,1,Jan,12,Winter,Afternoon,Thursday,2676.6
2024-01-04 13:00:00,81423.8,22471.3,2442.5,24913.8,36426.1,3655.0,3655.0,16428.9,20083.9,30.6,10.8,7665.0,1093887361.0,31660.36,1,Jan,13,Winter,Afternoon,Thursday,2799.3
2024-01-04 14:00:00,83265.3,21167.4,800.0,21967.4,34625.1,3655.0,3655.0,23017.8,26672.8,26.38,10.8,7665.0,1485260373.0,30183.51,1,Jan,14,Winter,Afternoon,Thursday,3366.2
2024-01-04 15:00:00,83011.7,18297.0,2521.6,20818.6,40390.7,3655.0,3655.0,18147.4,21802.4,25.08,10.8,7665.0,1205722197.0,34911.33,1,Jan,15,Winter,Afternoon,Thursday,3131.5
2024-01-04 16:00:00,89140.4,14752.5,2231.2,16983.7,35434.9,3655.0,3655.0,33066.8,36721.8,19.05,10.8,7665.0,2089981216.0,30847.6,1,Jan,16,Winter,Afternoon,Thursday,2788.1
2024-01-04 17:00:00,86686.2,10197.5,2809.1,13006.6,35785.5,3655.0,3655.0,34239.1,37894.1,15.0,10.8,7665.0,2161089302.0,31135.09,1,Jan,17,Winter,Afternoon,Thursday,3205.3
2024-01-04 18:00:00,93161.4,6596.4,2510.1,9106.5,38243.4,3655.0,3655.0,42156.4,45811.4,9.78,10.8,7665.0,2641538717.0,33150.56,1,Jan,18,Winter,Evening,Thursday,3038.8
2024-01-04 19:00:00,98351.9,0.0,3164.3,3164.3,37465.2,3655.0,3655.0,54067.4,57722.4,3.22,10.8,7665.0,3354486227.0,32512.4,1,Jan,19,Winter,Evening,Thursday,3387.5
2024-01-04 20:00:00,100871.0,0.0,3198.2,3198.2,38436.0,3655.0,3655.0,55581.8,59236.8,3.17,10.8,7665.0,3447484317.0,33308.47,1,Jan,20,Winter,Evening,Thursday,2719.2
2024-01-04 21:00:00,102036.0,767.4,6025.9,6793.4,35905.3,3655.0,3655.0,55682.3,59337.3,6.66,10.8,7665.0,3447948414.0,31233.3,1,Jan,21,Winter,Evening,Thursday,2868.9
2024-01-04 22:00:00,90824.7,146.7,6324.6,6471.3,35823.4,3655.0,3655.0,44875.0,48530.0,7.13,10.8,7665.0,2799328560.0,31166.14,1,Jan,22,Winter,Evening,Thursday,2843.2
2024-01-04 23:00:00,75647.2,0.0,1367.0,1367.0,36388.5,3655.0,3655.0,34236.7,37891.7,1.81,10.8,7665.0,2162274965.0,31629.51,1,Jan,23,Winter,Evening,Thursday,2414.6
2024-01-05 00:00:00,66743.8,120.3,4493.6,4613.9,41192.3,3655.0,3655.0,17282.6,20937.6,6.91,10.8,7665.0,1155594772.0,35568.67,1,Jan,0,Winter,Night,Friday,3118.4
2024-01-05 01:00:00,73135.5,0.0,3110.9,3110.9,38423.8,3655.0,3655.0,27945.8,31600.8,4.25,10.8,7665.0,1789295528.0,33298.5,1,Jan,1,Winter,Night,Friday,3104.4
2024-01-05 02:00:00,65596.5,1465.2,5640.3,7105.5,36501.6,3655.0,3655.0,18334.3,21989.3,10.83,10.8,7665.0,1208379494.0,31722.3,1,Jan,2,Winter,Night,Friday,3002.0
2024-01-05 03:00:00,64629.5,1083.1,4051.6,5134.7,39915.6,3655.0,3655.0,15924.3,19579.3,7.94,10.8,7665.0,1071286500.0,34521.77,1,Jan,3,Winter,Night,Friday,2906.2
2024-01-05 04:00:00,65453.3,0.0,4089.8,4089.8,37534.0,3655.0,3655.0,20174.5,23829.5,6.25,10.8,7665.0,1321062600.0,32568.8,1,Jan,4,Winter,Night,Friday,2433.9
2024-01-05 05:00:00,69866.8,498.3,2634.5,3132.8,37155.2,3655.0,3655.0,25923.8,29578.8,4.48,10.8,7665.0,1665183973.0,32258.25,1,Jan,5,Winter,Night,Friday,2831.7
2024-01-05 06:00:00,74414.5,411.6,4550.8,4962.4,35190.7,3655.0,3655.0,30606.5,34261.5,6.67,10.8,7665.0,1941823545.0,30647.34,1,Jan,6,Winter,Morning,Friday,2862.9
2024-01-05 07:00:00,71175.6,6392.4,3840.9,10233.3,35943.0,3655.0,3655.0,21344.3,24999.3,14.38,10.8,7665.0,1387748376.0,31264.23,1,Jan,7,Winter,Morning,Friday,2679.1
2024-01-05 08:00:00,84525.5,10520.9,4583.9,15104.8,37575.0,3655.0,3655.0,28190.7,31845.7,17.87,10.8,7665.0,1802121391.0,32602.48,1,Jan,8,Winter,Morning,Friday,2935.5
2024-01-05 09:00:00,97025.4,16284.7,2596.6,18881.4,39383.1,3655.0,3655.0,35105.9,38760.9,19.46,10.8,7665.0,2221014502.0,34085.13,1,Jan,9,Winter,Morning,Friday,3161.6
2024-01-05 10:00:00,94112.8,19562.7,1482.7,21045.4,38812.1,3655.0,3655.0,30600.3,34255.3,22.36,10.8,7665.0,1949423269.0,33616.87,1,Jan,10,Winter,Morning,Friday,3754.5
2024-01-05 11:00:00,97599.7,19574.8,1002.0,20576.7,33361.5,3655.0,3655.0,40006.4,43661.4,21.08,10.8,7665.0,2501797185.0,29147.41,1,Jan,11,Winter,Morning,Friday,3069.8
2024-01-05 12:00:00,82746.3,22850.4,4056.8,26907.3,37588.2,3655.0,3655.0,14595.8,18250.8,32.52,10.8,7665.0,986460276.0,32613.27,1,Jan,12,Winter,Afternoon,Friday,3103.0
2024-01-05 13:00:00,90001.7,21172.3,800.0,21972.3,37328.9,3655.0,3655.0,27045.5,30700.5,24.41,10.8,7665.0,1732870492.0,32400.65,1,Jan,13,Winter,Afternoon,Friday,2970.2
2024-01-05 14:00:00,86258.1,20955.6,800.0,21755.6,37261.8,3655.0,3655.0,23585.8,27240.8,25.22,10.8,7665.0,1525139371.0,32345.59,1,Jan,14,Winter,Afternoon,Friday,2232.5
2024-01-05 15:00:00,80960.6,19003.5,2588.4,21591.9,35560.2,3655.0,3655.0,20153.5,23808.5,26.67,10.8,7665.0,1315458696.0,30950.35,1,Jan,15,Winter,Afternoon,Friday,2989.4
2024-01-05 16:00:00,84340.1,14033.1,2178.8,16211.9,39350.3,3655.0,3655.0,25122.9,28777.9,19.22,10.8,7665.0,1621962724.0,34058.18,1,Jan,16,Winter,Afternoon,Friday,3024.1
2024-01-05 17:00:00,83301.0,10831.6,1785.6,12617.2,35854.3,3655.0,3655.0,31174.5,34829.5,15.15,10.8,7665.0,1977367230.0,31191.44,1,Jan,17,Winter,Afternoon,Friday,3985.3
2024-01-05 18:00:00,90969.1,4542.0,1976.2,6518.3,35044.2,3655.0,3655.0,45751.6,49406.6,7.17,10.8,7665.0,2850207251.0,30527.23,1,Jan,18,Winter,Evening,Friday,2923.1
2024-01-05 19:00:00,102812.9,28.2,2055.7,2083.9,37868.0,3655.0,3655.0,59206.1,62861.1,2.03,10.8,7665.0,3663690115.0,32842.68,1,Jan,19,Winter,Evening,Friday,3120.6
2024-01-05 20:00:00,100136.0,0.0,3905.8,3905.8,38955.0,3655.0,3655.0,53620.2,57275.2,3.9,10.8,7665.0,3330928887.0,33734.06,1,Jan,20,Winter,Evening,Friday,2986.1
2024-01-05 21:00:00,95100.2,0.0,3112.1,3112.1,32836.2,3655.0,3655.0,55497.0,59152.0,3.27,10.8,7665.0,3430077582.0,28716.6,1,Jan,21,Winter,Evening,Friday,2532.5
2024-01-05 22:00:00,82468.4,1093.5,5670.8,6764.3,36941.9,3655.0,3655.0,35107.2,38762.2,8.2,10.8,7665.0,2215718974.0,32083.33,1,Jan,22,Winter,Evening,Friday,3457.1
2024-01-05 23:00:00,80604.1,249.0,7610.3,7859.3,39679.1,3655.0,3655.0,29410.7,33065.7,9.75,10.8,7665.0,1879953456.0,34327.85,1,Jan,23,Winter,Evening,Friday,3300.8
2024-01-06 00:00:00,68953.1,0.0,2155.8,2155.8,37846.9,3655.0,3655.0,25295.4,28950.4,3.13,10.8,7665.0,1629004356.0,32825.43,1,Jan,0,Winter,Night,Saturday,3316.4
2024-01-06 01:00:00,67161.8,0.0,3413.1,3413.1,35276.9,3655.0,3655.0,24816.8,28471.8,5.08,10.8,7665.0,1594633063.0,30718.01,1,Jan,1,Winter,Night,Saturday,2636.2
2024-01-06 02:00:00,76122.3,705.3,4215.4,4920.7,40399.9,3655.0,3655.0,27146.6,30801.6,6.46,10.8,7665.0,1745694994.0,34918.86,1,Jan,2,Winter,Night,Saturday,3561.1
2024-01-06 03:00:00,70896.3,0.0,6016.8,6016.8,38517.8,3655.0,3655.0,22706.7,26361.7,8.49,10.8,7665.0,1475159732.0,33375.56,1,Jan,3,Winter,Night,Saturday,2439.3
2024-01-06 04:00:00,67403.4,0.0,3032.7,3032.7,34674.4,3655.0,3655.0,26041.3,29696.3,4.5,10.8,7665.0,1666775382.0,30223.96,1,Jan,4,Winter,Night,Saturday,3234.7
2024-01-06 05:00:00,74683.6,1527.5,2237.4,3764.9,38565.9,3655.0,3655.0,28697.8,32352.8,5.04,10.8,7665.0,1834729687.0,33415.02,1,Jan,5,Winter,Night,Saturday,3876.2
