demand_mw,solar_mw,wind_mw,renewable_mw,gap_mw,stress_event,crisis_event,risk_label
30160.3,1490.2,3162.7,4652.9,25507.4,False,False,HIGH
48481.3,820.5,7369.7,8190.2,40291.1,False,False,HIGH
44628.5,212.4,3877.9,4090.4,40538.1,False,False,HIGH
37297.1,1853.0,4372.1,6225.1,31071.9,False,False,HIGH
34233.6,0.0,9842.3,9842.3,24391.3,False,False,HIGH
56909.1,105.4,6695.2,6800.7,50108.4,False,False,HIGH
31480.8,0.0,5505.3,5505.3,25975.5,False,False,HIGH
31429.6,438.3,6570.8,7009.2,24420.4,False,False,HIGH
59663.6,1475.5,4838.8,6314.3,53349.2,False,False,HIGH
56225.1,13.6,1488.2,1501.8,54723.3,True,False,HIGH
37490.1,0.0,6017.1,6017.1,31472.9,False,False,HIGH
42416.8,929.2,6190.4,7119.7,35297.2,False,False,HIGH
62110.8,3709.1,2704.2,6413.3,55697.5,False,False,HIGH
49841.0,221.8,5132.9,5354.7,44486.3,False,False,HIGH
51211.6,117.6,3929.0,4046.7,47165.0,False,False,HIGH
58784.8,1548.9,6197.0,7745.9,51038.9,False,False,HIGH
42127.2,30.4,86.8,117.3,42009.9,True,False,HIGH
54324.2,1491.3,8068.7,9560.0,44764.2,False,False,HIGH
44257.0,0.0,2070.2,2070.2,42186.8,True,False,HIGH
37873.1,149.1,5422.2,5571.3,32301.8,False,False,HIGH
30137.6,301.9,4258.8,4560.7,25576.9,False,False,HIGH
35271.7,0.0,5009.4,5009.4,30262.3,False,False,HIGH
30181.5,146.1,5093.1,5239.2,24942.3,False,False,HIGH
55634.1,1433.2,6081.0,7514.2,48119.9,False,False,HIGH
64114.7,1919.6,3153.8,5073.4,59041.3,False,False,HIGH
64741.4,3934.6,1377.5,5312.1,59429.3,False,False,HIGH
74189.3,125.4,783.1,908.5,73280.8,True,False,HIGH
31654.6,369.8,3986.7,4356.4,27298.2,False,False,HIGH
45822.0,627.4,6388.6,7016.0,38806.0,False,False,HIGH
35197.2,0.0,6756.4,6756.4,28440.8,False,False,HIGH
37600.0,899.8,6975.0,7874.8,29725.2,False,False,HIGH
41218.3,573.5,3563.1,4136.6,37081.7,False,False,HIGH
37338.7,0.0,6247.3,6247.3,31091.3,False,False,HIGH
49637.2,273.1,4152.7,4425.8,45211.4,False,False,HIGH
42368.7,1394.2,4009.0,5403.1,36965.6,False,False,HIGH
27593.3,462.9,7599.4,8062.3,19531.1,False,False,HIGH
69560.9,860.4,97.1,957.4,68603.4,True,False,HIGH
45877.9,2782.0,7049.6,9831.5,36046.4,False,False,HIGH
37241.4,647.3,5853.4,6500.7,30740.7,False,False,HIGH
48499.4,473.4,6251.6,6725.0,41774.4,False,False,HIGH
46673.5,0.0,5446.2,5446.2,41227.3,False,False,HIGH
37430.0,805.5,2913.4,3719.0,33711.1,False,False,HIGH
48054.1,123.2,8656.1,8779.3,39274.8,False,False,HIGH
46399.7,3626.3,768.9,4395.2,42004.5,False,False,HIGH
42258.1,2278.1,3864.6,6142.7,36115.4,False,False,HIGH
46233.0,84.6,1719.5,1804.1,44428.9,True,False,HIGH
35134.1,0.0,6189.8,6189.8,28944.3,False,False,HIGH
45564.2,1901.9,1433.3,3335.3,42228.9,False,False,HIGH
52598.8,210.8,4958.5,5169.3,47429.5,False,False,HIGH
42699.8,1858.4,6344.6,8202.9,34496.9,False,False,HIGH
42790.9,2091.3,4017.6,6108.9,36682.0,False,False,HIGH
45726.2,0.0,1521.2,1521.2,44205.1,True,False,HIGH
31032.3,172.5,5570.8,5743.3,25289.0,False,False,HIGH
57263.5,28.1,1589.6,1617.6,55645.8,True,False,HIGH
59528.4,3157.6,3195.7,6353.3,53175.1,False,False,HIGH
50040.9,616.1,8043.1,8659.2,41381.6,False,False,HIGH
47910.2,475.1,2887.2,3362.3,44547.9,False,False,HIGH
34684.2,0.0,6192.0,6192.0,28492.2,False,False,HIGH
34523.4,0.0,3225.3,3225.3,31298.0,False,False,HIGH
45685.7,485.2,9396.8,9882.1,35803.7,False,False,HIGH
34532.5,296.5,4956.6,5253.1,29279.4,False,False,HIGH
33572.7,191.7,8309.0,8500.7,25072.0,False,False,HIGH
49068.9,0.0,5548.8,5548.8,43520.2,False,False,HIGH
59383.1,753.6,3299.0,4052.7,55330.4,False,False,HIGH
44865.0,542.4,3893.4,4435.8,40429.2,False,False,HIGH
34487.1,467.2,6964.6,7431.9,27055.2,False,False,HIGH
41152.7,1388.1,5315.5,6703.6,34449.1,False,False,HIGH
33237.9,422.3,7883.6,8305.9,24932.0,False,False,HIGH
31656.0,221.3,6789.5,7010.8,24645.2,False,False,HIGH
42784.9,880.3,5405.1,6285.4,36499.5,False,False,HIGH
47045.6,32.3,748.9,781.2,46264.4,False,True,HIGH
31271.7,125.1,6822.9,6948.0,24323.6,False,False,HIGH
44189.2,301.2,1101.4,1402.6,42786.6,True,False,HIGH
39529.4,270.6,4594.6,4865.2,34664.3,False,False,HIGH
45817.8,32.5,4596.3,4628.8,41189.0,False,False,HIGH
28452.7,1268.4,4033.1,5301.4,23151.3,False,False,HIGH
36555.7,107.0,8931.1,9038.1,27517.6,False,False,HIGH
45211.4,1032.2,3702.4,4734.6,40476.8,False,False,HIGH
42765.0,3136.7,3957.1,7093.7,35671.3,False,False,HIGH
32920.0,106.1,6972.5,7078.6,25841.4,False,False,HIGH
37298.7,458.7,8985.3,9444.0,27854.7,False,False,HIGH
32239.3,353.4,8179.4,8532.8,23706.5,False,False,HIGH
50020.7,0.0,6078.2,6078.2,43942.6,False,False,HIGH
41193.0,0.0,10354.6,10354.6,30838.4,False,False,HIGH
29466.1,134.3,2973.6,3108.0,26358.1,False,False,HIGH
54961.9,198.8,347.2,545.9,54416.0,False,True,HIGH
44696.6,3057.7,1035.4,4093.0,40603.6,False,False,HIGH
44694.7,0.0,663.3,663.3,44031.4,True,False,HIGH
56326.4,0.0,1031.5,1031.5,55295.0,True,False,HIGH
45683.8,0.0,5799.3,5799.3,39884.4,False,False,HIGH
44253.4,111.4,476.7,588.1,43665.4,True,False,HIGH
46534.5,443.6,4277.7,4721.2,41813.3,False,False,HIGH
29858.3,169.1,8236.3,8405.4,21452.9,False,False,HIGH
62632.4,1367.2,7889.6,9256.8,53375.6,False,False,HIGH
43588.6,47.4,4614.9,4662.3,38926.3,False,False,HIGH
38831.9,2138.5,3196.6,5335.0,33496.8,False,False,HIGH
44011.1,1532.0,3738.4,5270.4,38740.6,False,False,HIGH
63046.4,8.5,1822.2,1830.7,61215.7,True,False,HIGH
59915.0,3654.6,4418.7,8073.3,51841.8,False,False,HIGH
56102.7,0.0,3877.5,3877.5,52225.2,False,False,HIGH
48485.6,0.0,6365.1,6365.1,42120.5,False,False,HIGH
60040.3,1640.9,6270.0,7910.9,52129.3,False,False,HIGH
37706.3,0.0,8193.5,8193.5,29512.8,False,False,HIGH
33898.3,0.0,7369.0,7369.0,26529.3,False,False,HIGH
33675.1,685.6,8557.8,9243.4,24431.7,False,False,HIGH
38652.7,3510.6,3830.6,7341.1,31311.6,False,False,HIGH
57777.9,265.3,1066.0,1331.3,56446.5,True,False,HIGH
46275.2,747.6,5077.0,5824.6,40450.5,False,False,HIGH
36648.0,0.0,8108.5,8108.5,28539.5,False,False,HIGH
44135.3,695.4,6686.3,7381.7,36753.6,False,False,HIGH
36569.3,0.0,5669.7,5669.7,30899.6,False,False,HIGH
32828.5,443.3,6074.8,6518.1,26310.5,False,False,HIGH
35709.9,394.3,3682.9,4077.3,31632.7,False,False,HIGH
44016.1,55.0,1681.7,1736.7,42279.5,True,False,HIGH
35700.4,53.0,8063.1,8116.1,27584.2,False,False,HIGH
51575.7,0.0,519.0,519.0,51056.7,True,False,HIGH
45625.1,0.0,9541.9,9541.9,36083.2,False,False,HIGH
71058.6,731.6,1389.1,2120.6,68938.0,True,False,HIGH
60847.0,81.5,516.5,598.0,60248.9,False,True,HIGH
47638.3,0.0,2556.0,2556.0,45082.3,True,False,HIGH
34210.1,0.0,4842.7,4842.7,29367.4,False,False,HIGH
29909.7,365.3,7467.8,7833.1,22076.6,False,False,HIGH
36673.4,803.3,6456.8,7260.1,29413.3,False,False,HIGH
56157.3,2980.2,3074.1,6054.3,50103.1,False,False,HIGH
68521.6,3957.8,3709.0,7666.8,60854.8,False,False,HIGH
33300.3,17.8,9213.4,9231.2,24069.0,False,False,HIGH
57365.3,0.0,5729.3,5729.3,51636.0,False,False,HIGH
57704.0,3544.1,2290.1,5834.2,51869.8,False,False,HIGH
71546.9,26.9,964.3,991.2,70555.7,True,False,HIGH
40574.7,0.0,191.4,191.4,40383.4,True,False,HIGH
54101.1,334.9,4854.7,5189.7,48911.5,False,False,HIGH
48365.2,2723.2,4157.2,6880.4,41484.8,False,False,HIGH
52994.8,0.0,5869.8,5869.8,47125.0,False,False,HIGH
38177.6,0.0,4777.6,4777.6,33400.0,False,False,HIGH
46934.0,275.4,4800.3,5075.6,41858.3,False,False,HIGH
30243.7,226.6,6435.8,6662.4,23581.3,False,False,HIGH
32286.7,0.0,7653.8,7653.8,24632.9,False,False,HIGH
44796.2,0.0,8024.2,8024.2,36772.0,False,False,HIGH
38943.7,0.0,4399.1,4399.1,34544.6,False,False,HIGH
37839.9,1889.5,6509.9,8399.4,29440.5,False,False,HIGH
34065.4,0.0,7326.5,7326.5,26738.9,False,False,HIGH
66997.4,4035.6,4057.6,8093.2,58904.2,False,False,HIGH
42906.3,3289.5,2032.5,5322.0,37584.3,False,False,HIGH
57271.4,1130.4,6517.5,7647.8,49623.6,False,False,HIGH
34815.2,0.0,7002.0,7002.0,27813.2,False,False,HIGH
35182.8,905.8,3143.0,4048.8,31134.0,False,False,HIGH
36270.8,852.0,3223.2,4075.2,32195.5,False,False,HIGH
35079.0,1771.7,4773.9,6545.6,28533.4,False,False,HIGH
60400.5,841.8,6157.1,6998.9,53401.5,False,False,HIGH
32486.9,67.4,5900.7,5968.1,26518.8,False,False,HIGH
30948.5,0.0,9400.1,9400.1,21548.4,False,False,HIGH
30535.4,549.3,5163.9,5713.2,24822.1,False,False,HIGH
63915.7,459.0,1299.3,1758.3,62157.4,True,False,HIGH
34094.8,250.2,7389.9,7640.1,26454.7,False,False,HIGH
44732.7,2497.7,3226.8,5724.6,39008.1,False,False,HIGH
47223.6,14.6,4851.7,4866.4,42357.2,False,False,HIGH
31195.1,607.2,5552.5,6159.7,25035.4,False,False,HIGH
37785.5,2476.8,5406.1,7882.9,29902.5,False,False,HIGH
56056.1,2232.8,4218.2,6451.0,49605.1,False,False,HIGH
37996.9,0.0,839.7,839.7,37157.1,False,True,HIGH
39724.0,194.0,5349.9,5543.9,34180.1,False,False,HIGH
54582.3,154.5,4489.9,4644.4,49937.9,False,False,HIGH
39579.5,1551.4,1832.7,3384.2,36195.4,False,False,HIGH
65547.3,3944.7,3848.7,7793.4,57753.9,False,False,HIGH
43901.0,0.0,6572.1,6572.1,37328.9,False,False,HIGH
54675.2,106.9,485.3,592.2,54083.0,True,False,HIGH
34372.5,273.8,6806.5,7080.3,27292.2,False,False,HIGH
39126.4,1100.2,5668.7,6768.9,32357.6,False,False,HIGH
51680.3,0.0,609.5,609.5,51070.9,False,True,HIGH
70404.7,4291.0,4441.3,8732.3,61672.4,False,False,HIGH
41702.2,4398.4,1878.4,6276.8,35425.4,False,False,HIGH
28310.1,241.5,6169.3,6410.8,21899.3,False,False,HIGH
39609.5,882.1,6050.4,6932.5,32677.0,False,False,HIGH
32024.8,35.3,516.6,551.8,31473.0,False,True,HIGH
35761.7,437.6,6120.0,6557.6,29204.1,False,False,HIGH
46326.7,0.0,9730.3,9730.3,36596.4,False,False,HIGH
67706.5,4564.0,4942.5,9506.5,58200.0,False,False,HIGH
39138.7,1491.6,5330.8,6822.4,32316.4,False,False,HIGH
31274.3,157.1,6414.5,6571.6,24702.7,False,False,HIGH
42698.5,1820.6,3817.8,5638.3,37060.2,False,False,HIGH
45813.4,837.0,4018.6,4855.6,40957.8,False,False,HIGH
49560.0,0.0,7090.4,7090.4,42469.6,False,False,HIGH
48880.6,324.8,6256.3,6581.2,42299.4,False,False,HIGH
43896.0,3255.6,2222.2,5477.8,38418.2,False,False,HIGH
49399.7,40.9,3565.3,3606.2,45793.5,False,False,HIGH
42429.4,0.0,10463.7,10463.7,31965.7,False,False,HIGH
38268.2,2596.5,4518.5,7115.0,31153.2,False,False,HIGH
53373.0,297.2,70.3,367.6,53005.5,True,False,HIGH
50460.8,70.7,2553.4,2624.1,47836.7,False,False,HIGH
52900.9,2976.9,2367.2,5344.0,47556.8,False,False,HIGH
50278.0,2903.9,3089.2,5993.2,44284.8,False,False,HIGH
38878.6,619.4,5933.6,6553.0,32325.6,False,False,HIGH
42165.9,0.0,8156.5,8156.5,34009.5,False,False,HIGH
68458.6,2840.7,2647.5,5488.1,62970.4,False,False,HIGH
45632.8,187.4,689.3,876.7,44756.2,True,False,HIGH
48887.3,823.7,6059.5,6883.1,42004.2,False,False,HIGH
61996.4,3937.5,2285.8,6223.3,55773.1,False,False,HIGH
57602.1,24.8,631.5,656.3,56945.8,True,False,HIGH
41734.6,3411.6,1553.9,4965.5,36769.1,False,False,HIGH
44429.9,890.2,2669.1,3559.3,40870.6,False,False,HIGH
53512.5,1981.2,3656.3,5637.5,47875.1,False,False,HIGH
52499.6,263.0,4068.6,4331.6,48168.0,False,False,HIGH
46178.6,1500.2,4640.8,6141.1,40037.6,False,False,HIGH
59485.8,1138.6,8960.6,10099.2,49386.6,False,False,HIGH
44360.0,4159.5,3518.9,7678.3,36681.7,False,False,HIGH
60195.6,2158.6,6262.0,8420.6,51775.0,False,False,HIGH
32957.4,223.9,7193.9,7417.9,25539.5,False,False,HIGH
49293.3,2347.4,4064.5,6412.0,42881.3,False,False,HIGH
32088.6,0.0,6915.6,6915.6,25172.9,False,False,HIGH
48515.4,379.8,6131.9,6511.7,42003.6,False,False,HIGH
44957.3,2638.8,3691.4,6330.1,38627.2,False,False,HIGH
34928.2,2363.1,2468.0,4831.1,30097.2,False,False,HIGH
59795.7,74.5,2512.0,2586.6,57209.1,True,False,HIGH
51606.5,0.0,3288.3,3288.3,48318.2,False,False,HIGH
47195.4,1567.3,4312.2,5879.5,41315.9,False,False,HIGH
63901.2,2001.7,5822.5,7824.1,56077.1,False,False,HIGH
35687.3,0.0,9352.6,9352.6,26334.7,False,False,HIGH
37963.9,54.6,1001.5,1056.1,36907.8,True,False,HIGH
64040.8,2905.1,4841.1,7746.2,56294.6,False,False,HIGH
39996.8,23.1,2031.6,2054.6,37942.2,True,False,HIGH
47312.4,77.7,8188.7,8266.4,39046.0,False,False,HIGH
37422.3,69.3,30.7,100.0,37322.2,True,False,HIGH
44486.4,0.0,43.6,43.6,44442.8,True,False,HIGH
62074.7,1891.6,5749.4,7641.0,54433.7,False,False,HIGH
45626.6,4497.3,4390.3,8887.5,36739.1,False,False,HIGH
50541.9,370.1,7592.9,7963.0,42578.9,False,False,HIGH
38858.9,597.2,5820.2,6417.4,32441.5,False,False,HIGH
45272.2,4521.2,3848.7,8369.9,36902.2,False,False,HIGH
60054.8,1757.4,5290.3,7047.8,53007.1,False,False,HIGH
45670.1,0.0,8517.8,8517.8,37152.2,False,False,HIGH
29445.1,531.5,6980.4,7511.9,21933.2,False,False,HIGH
43229.9,327.0,9883.8,10210.8,33019.0,False,False,HIGH
48508.8,184.9,5074.1,5259.0,43249.8,False,False,HIGH
47912.4,625.7,8203.2,8828.9,39083.5,False,False,HIGH
42484.2,0.0,6796.6,6796.6,35687.7,False,False,HIGH
36213.9,250.2,5873.8,6124.1,30089.9,False,False,HIGH
31103.5,0.0,6352.6,6352.6,24750.9,False,False,HIGH
56263.3,1457.3,7268.7,8726.0,47537.3,False,False,HIGH
54318.0,915.7,34.4,950.2,53367.8,True,False,HIGH
52083.8,3670.0,4441.6,8111.5,43972.3,False,False,HIGH
51460.4,839.5,4893.5,5733.0,45727.4,False,False,HIGH
41306.5,1608.9,4282.8,5891.7,35414.7,False,False,HIGH
38523.2,320.2,342.4,662.6,37860.6,True,False,HIGH
46783.4,2419.0,4102.0,6521.0,40262.4,False,False,HIGH
61190.1,114.1,749.4,863.5,60326.6,True,False,HIGH
54898.7,2253.8,2172.2,4426.1,50472.6,False,False,HIGH
29682.1,198.6,6085.8,6284.4,23397.7,False,False,HIGH
34135.1,640.4,5303.1,5943.5,28191.6,False,False,HIGH
46044.3,526.1,3738.0,4264.1,41780.2,False,False,HIGH
45429.5,116.4,847.8,964.2,44465.4,True,False,HIGH
50880.5,0.0,5433.6,5433.6,45446.9,False,False,HIGH
38080.1,0.0,3018.2,3018.2,35061.9,True,False,HIGH
44612.1,2745.3,5400.4,8145.8,36466.3,False,False,HIGH
29703.6,466.9,8973.7,9440.6,20263.0,False,False,HIGH
56547.7,1511.7,5696.2,7207.9,49339.8,False,False,HIGH
53310.1,1162.9,4755.5,5918.4,47391.7,False,False,HIGH
64576.8,89.9,749.3,839.2,63737.7,True,False,HIGH
51972.2,519.4,6378.7,6898.1,45074.0,False,False,HIGH
39289.5,87.5,147.8,235.3,39054.2,True,False,HIGH
33736.9,199.5,9219.6,9419.0,24317.9,False,False,HIGH
47041.8,0.0,743.9,743.9,46297.9,True,False,HIGH
45431.2,0.0,7767.4,7767.4,37663.7,False,False,HIGH
54546.3,1620.0,2950.3,4570.3,49976.0,False,False,HIGH
29246.7,0.0,6133.2,6133.2,23113.6,False,False,HIGH
51971.7,1445.8,5665.8,7111.6,44860.1,False,False,HIGH
44912.0,2188.6,4046.2,6234.7,38677.3,False,False,HIGH
47739.2,333.7,2001.9,2335.6,45403.6,True,False,HIGH
51573.6,37.4,2286.5,2323.9,49249.7,True,False,HIGH
42930.8,1289.7,5184.2,6473.8,36456.9,False,False,HIGH
58790.0,942.5,2653.1,3595.6,55194.3,False,False,HIGH
50546.5,0.3,1274.9,1275.2,49271.3,True,False,HIGH
43899.6,58.4,419.9,478.3,43421.3,True,False,HIGH
50371.3,0.0,5744.7,5744.7,44626.5,False,False,HIGH
40422.9,1904.3,3488.3,5392.6,35030.3,False,False,HIGH
40559.8,416.6,6176.4,6593.0,33966.8,False,False,HIGH
55855.9,512.5,3006.2,3518.7,52337.1,False,False,HIGH
55092.4,1472.7,4841.6,6314.3,48778.1,False,False,HIGH
34817.6,75.5,5345.0,5420.5,29397.1,False,False,HIGH
43318.5,2400.1,2047.5,4447.7,38870.9,False,False,HIGH
38920.6,2129.3,2047.3,4176.6,34743.9,False,False,HIGH
63189.0,1586.6,5581.9,7168.6,56020.4,False,False,HIGH
48612.2,2276.8,1992.9,4269.7,44342.5,False,False,HIGH
45233.0,277.9,6648.9,6926.8,38306.2,False,False,HIGH
46634.3,10.0,6564.6,6574.6,40059.7,False,False,HIGH
38527.9,428.7,5424.0,5852.7,32675.2,False,False,HIGH
34855.2,118.1,5915.6,6033.7,28821.6,False,False,HIGH
35272.8,0.0,6834.5,6834.5,28438.3,False,False,HIGH
46906.3,60.4,335.7,396.1,46510.2,True,False,HIGH
44663.6,0.0,5114.8,5114.8,39548.8,False,False,HIGH
59424.7,5270.6,4520.4,9791.0,49633.7,False,False,HIGH
28135.3,302.1,4460.6,4762.7,23372.6,False,False,HIGH
31354.9,87.6,6066.1,6153.6,25201.3,False,False,HIGH
49782.3,158.1,5391.3,5549.4,44232.9,False,False,HIGH
41354.6,2.5,351.5,354.0,41000.7,True,False,HIGH
44742.7,538.8,7537.2,8075.9,36666.8,False,False,HIGH
65064.6,3723.0,4082.0,7805.0,57259.6,False,False,HIGH
63422.9,3995.1,4066.7,8061.8,55361.2,False,False,HIGH
52413.5,86.7,4306.4,4393.0,48020.5,False,False,HIGH
61207.6,1497.6,4795.0,6292.5,54915.0,False,False,HIGH
27882.5,1036.4,5312.0,6348.5,21534.0,False,False,HIGH
63170.5,3915.0,2115.5,6030.5,57139.9,False,False,HIGH
38570.7,0.0,6581.5,6581.5,31989.3,False,False,HIGH
34153.2,0.0,5493.9,5493.9,28659.2,False,False,HIGH
32904.0,511.3,4644.7,5156.0,27748.0,False,False,HIGH
44282.3,899.9,6269.8,7169.8,37112.6,False,False,HIGH
47283.5,7.4,4419.3,4426.7,42856.8,False,False,HIGH
66196.8,54.8,414.4,469.2,65727.6,False,True,HIGH
46786.6,2421.3,4797.5,7218.8,39567.8,False,False,HIGH
49449.0,0.0,5066.3,5066.3,44382.7,False,False,HIGH
50436.0,419.4,7713.2,8132.6,42303.4,False,False,HIGH
58812.6,1135.9,3423.5,4559.4,54253.2,False,False,HIGH
53704.7,2100.1,2027.7,4127.8,49576.9,False,False,HIGH
54003.4,0.0,3189.4,3189.4,50814.0,True,False,HIGH
38944.5,5.1,4638.1,4643.2,34301.3,False,False,HIGH
34614.6,23.5,5707.1,5730.7,28883.9,False,False,HIGH
47931.0,0.0,8980.9,8980.9,38950.1,False,False,HIGH
30967.8,460.7,6003.3,6463.9,24503.9,False,False,HIGH
54839.9,436.3,502.9,939.2,53900.7,True,False,HIGH
40596.6,1277.7,6097.0,7374.7,33222.0,False,False,HIGH
52627.8,11.6,2202.7,2214.3,50413.5,True,False,HIGH
54475.6,66.1,6096.3,6162.5,48313.2,False,False,HIGH
29720.4,212.4,8463.9,8676.3,21044.2,False,False,HIGH
48935.6,0.0,5400.7,5400.7,43534.9,False,False,HIGH
52384.9,226.5,8254.4,8480.8,43904.1,False,False,HIGH
47853.0,229.4,4316.5,4545.9,43307.1,False,False,HIGH
42875.4,1632.2,3704.2,5336.4,37539.0,False,False,HIGH
39429.9,1532.7,5708.4,7241.1,32188.8,False,False,HIGH
62509.2,4987.9,2000.9,6988.8,55520.4,False,False,HIGH
43152.8,0.0,8969.4,8969.4,34183.4,False,False,HIGH
25415.8,0.0,4560.1,4560.1,20855.8,False,False,HIGH
45128.3,1046.5,5292.0,6338.5,38789.7,False,False,HIGH
32461.7,821.8,8858.3,9680.1,22781.6,False,False,HIGH
56225.7,42.8,1022.8,1065.5,55160.2,True,False,HIGH
41472.1,58.8,1633.9,1692.7,39779.4,True,False,HIGH
36467.1,47.1,523.2,570.4,35896.7,True,False,HIGH
33848.4,0.0,6750.9,6750.9,27097.6,False,False,HIGH
35953.2,854.0,7248.6,8102.5,27850.6,False,False,HIGH
53626.0,42.8,4383.9,4426.7,49199.3,False,False,HIGH
33116.9,642.3,9765.7,10408.0,22708.9,False,False,HIGH
45400.2,21.7,323.5,345.2,45055.0,False,True,HIGH
33543.9,469.4,6733.3,7202.7,26341.2,False,False,HIGH
37806.2,550.2,5504.5,6054.7,31751.4,False,False,HIGH
43793.8,0.0,1731.2,1731.2,42062.6,True,False,HIGH
66852.6,5149.3,3351.0,8500.3,58352.2,False,False,HIGH
36065.3,862.8,4531.6,5394.4,30670.9,False,False,HIGH
40448.7,1811.5,3069.0,4880.5,35568.2,False,False,HIGH
38818.7,2148.6,3166.8,5315.4,33503.3,False,False,HIGH
31230.7,278.9,6125.9,6404.8,24825.9,False,False,HIGH
47227.5,64.6,48.4,113.0,47114.4,True,False,HIGH
36583.5,1659.9,3223.1,4883.0,31700.6,False,False,HIGH
57197.7,118.4,2491.4,2609.7,54587.9,True,False,HIGH
42260.2,1192.1,7041.6,8233.7,34026.5,False,False,HIGH
48242.4,781.5,7065.2,7846.7,40395.7,False,False,HIGH
36470.7,0.0,5554.6,5554.6,30916.1,False,False,HIGH
43135.9,2302.2,2825.5,5127.7,38008.1,False,False,HIGH
60395.1,1168.4,5842.3,7010.7,53384.4,False,False,HIGH
39500.5,267.0,6982.2,7249.2,32251.3,False,False,HIGH
32424.7,849.8,2188.9,3038.7,29386.0,False,False,HIGH
34710.5,998.9,7578.4,8577.3,26133.2,False,False,HIGH
62630.6,3431.7,3548.2,6979.9,55650.7,False,False,HIGH
67230.6,5016.7,2082.9,7099.6,60131.0,False,False,HIGH
32538.4,0.0,7771.5,7771.5,24766.9,False,False,HIGH
43872.0,345.1,6131.8,6476.9,37395.1,False,False,HIGH
64794.7,3414.6,5296.8,8711.4,56083.3,False,False,HIGH
49223.2,1159.4,6343.4,7502.8,41720.4,False,False,HIGH
57154.8,3167.6,4982.1,8149.7,49005.1,False,False,HIGH
48609.2,168.2,4041.0,4209.2,44400.0,False,False,HIGH
60069.7,2251.8,5608.0,7859.8,52209.9,False,False,HIGH
39584.2,29.9,52.9,82.8,39501.4,True,False,HIGH
69250.9,5333.0,2924.3,8257.3,60993.6,False,False,HIGH
46984.7,0.0,5291.0,5291.0,41693.7,False,False,HIGH
77154.5,119.1,1.0,120.1,77034.4,True,False,HIGH
42835.6,5444.7,3470.0,8914.8,33920.8,False,False,HIGH
34977.4,2170.9,4057.8,6228.7,28748.8,False,False,HIGH
28815.7,291.7,7152.3,7444.0,21371.8,False,False,HIGH
56636.0,104.7,6352.9,6457.5,50178.4,False,False,HIGH
